recno,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,g_mag,e_g_mag,r_mag,e_r_mag,i_mag,e_i_mag
39349596,114.135592,-69.73909,1.222,0.591,20162734,4,16,1.047,0.218,16.224,0.143,17.271,0.164,16.716,0.028,15.89,0.041,15.433,0.147
39349597,114.143726,-69.757225,0.788,0.613,20162734,4,16,1.159,0.096,15.929,0.046,17.087,0.084,16.434,0.046,15.421,0.041,14.99,0.165
39349598,114.177235,-69.72155,0.466,0.384,20162734,5,25,0.554,0.058,14.84,0.027,15.394,0.052,15.03,0.026,14.679,0.025,14.521,0.11
39349599,114.332368,-69.717951,0.651,0.87,20162734,4,17,1.051,0.0,16.276,0.0,17.327,0.0,16.642,0.06,15.916,0.065,15.563,0.168
39349600,114.387103,-69.666483,0.914,0.745,20162735,5,19,0.778,0.139,16.089,0.08,16.867,0.113,16.389,0.029,15.843,0.136,15.358,0.093
39349601,114.083266,-69.727277,0.303,0.14,20162734,5,25,1.23,0.047,13.708,0.034,14.938,0.032,14.263,0.018,13.26,0.02,12.813,0.051
39349602,114.146606,-69.72119,0.733,1.22,20162734,3,6,0.797,0.314,17.043,0.083,17.839,0.303,,,,,,
39349603,114.068035,-69.705696,0.77,1.415,20162734,4,15,0.802,0.204,16.251,0.097,17.053,0.179,16.596,0.067,15.975,0.065,15.76,0.285
39349604,114.132449,-69.672945,0.167,0.154,20162734,5,25,1.176,0.058,13.584,0.044,14.76,0.038,14.1,0.02,13.197,0.025,12.763,0.064
39349605,114.299661,-69.660314,0.236,0.112,20162734,5,25,1.393,0.04,11.749,0.032,13.142,0.025,12.383,0.014,11.228,0.023,10.691,0.133
39349606,114.329572,-69.61868,0.561,0.823,20162734,4,18,1.027,0.123,15.951,0.031,16.978,0.119,16.467,0.063,15.641,0.107,15.327,0.118
39349689,113.575259,-69.6697,0.316,0.391,20162734,5,30,1.024,0.073,14.31,0.035,15.333,0.064,14.764,0.019,13.963,0.028,13.613,0.048
39349693,113.536332,-69.659927,1.068,0.944,20162734,3,10,0.787,0.121,16.467,0.016,17.253,0.12,16.744,0.084,16.287,0.139,,
39349698,113.495068,-69.642061,0.124,0.129,20162734,5,25,0.601,0.042,11.335,0.033,11.936,0.027,11.566,0.032,11.143,0.021,10.984,0.048
39349701,113.78137,-69.749774,0.822,0.741,20162734,4,15,0.896,0.098,16.094,0.022,16.99,0.095,16.435,0.028,15.768,0.053,15.389,0.0
39349702,113.796472,-69.754955,1.304,0.466,20162734,2,4,1.007,0.252,17.012,0.149,18.02,0.204,,,,,,
39349703,113.79879,-69.747621,0.626,1.109,20162734,2,8,0.611,0.057,16.92,0.057,17.531,0.0,17.141,0.011,16.602,0.049,,
39349704,113.82392,-69.746388,1.021,0.555,20162734,4,15,0.759,0.145,16.226,0.145,16.984,0.008,16.538,0.024,15.929,0.078,15.709,0.036
39349705,113.71746,-69.738566,0.264,0.245,20162734,5,25,0.77,0.072,14.224,0.065,14.994,0.03,14.538,0.015,13.976,0.035,13.738,0.067
39349706,113.917791,-69.708387,0.724,0.799,20162734,3,8,0.824,0.14,16.911,0.0,17.735,0.14,17.319,0.097,16.413,0.011,,
39349707,113.920907,-69.727002,0.147,0.078,20162734,5,25,0.65,0.035,13.025,0.025,13.675,0.024,13.274,0.02,12.829,0.022,12.649,0.031
39349708,113.849169,-69.72018,0.702,0.481,20162734,4,24,0.815,0.08,15.7,0.042,16.515,0.068,16.045,0.032,15.443,0.027,15.184,0.061
39349709,113.679441,-69.714523,0.291,0.104,20162734,5,30,1.418,0.063,12.692,0.057,14.109,0.028,13.328,0.017,12.18,0.025,11.737,0.04
39349710,113.697968,-69.719166,0.685,0.296,20162734,5,25,0.572,0.063,14.569,0.051,15.141,0.037,14.774,0.015,14.367,0.022,14.24,0.102
39349711,113.658347,-69.690713,0.137,0.112,20162734,5,25,0.253,0.05,12.931,0.03,13.184,0.041,12.96,0.01,12.915,0.014,12.96,0.044
39349712,113.714633,-69.681826,0.925,0.615,20162734,3,8,0.68,0.058,16.492,0.046,17.172,0.036,16.691,0.055,16.206,0.083,,
39349713,113.832123,-69.676477,0.957,0.832,20162734,2,9,1.137,0.097,15.692,0.092,16.829,0.032,16.09,0.047,15.349,0.101,14.851,0.0
39349714,113.833661,-69.676369,0.832,1.113,20162734,3,5,,,,,,,16.115,0.0,15.215,0.0,14.925,0.197
39349715,113.845351,-69.693869,1.115,0.961,20162734,2,8,0.68,0.051,16.224,0.028,16.904,0.043,16.318,0.0,15.732,0.0,15.376,0.025
39349716,113.909477,-69.669664,0.375,0.387,20162734,5,25,0.633,0.058,14.733,0.032,15.366,0.049,14.981,0.024,14.537,0.04,14.345,0.073
39349717,113.832043,-69.649324,1.171,0.604,20162734,4,12,0.827,0.222,16.55,0.07,17.377,0.21,16.908,0.044,16.194,0.031,,
39349718,113.849372,-69.643212,0.474,0.687,20162734,5,30,1.121,0.089,15.086,0.058,16.207,0.067,15.592,0.029,14.732,0.029,14.338,0.038
39349719,114.059666,-69.679802,0.497,0.446,20162734,5,27,0.685,0.075,14.809,0.049,15.494,0.057,15.066,0.019,14.574,0.044,14.327,0.084
39349720,114.106579,-69.665033,0.857,0.49,20162734,4,17,0.98,0.058,15.937,0.051,16.918,0.027,16.332,0.018,15.656,0.044,15.255,0.038
39349721,114.166134,-69.65112,0.352,0.217,20162734,5,35,0.682,0.047,14.439,0.035,15.12,0.032,14.705,0.023,14.207,0.032,13.961,0.114
39349722,114.131295,-69.621286,0.533,0.415,20162734,5,35,0.789,0.075,15.022,0.065,15.811,0.036,15.335,0.02,14.831,0.028,14.63,0.116
39349723,114.19237,-69.621556,1.181,1.141,20162734,3,20,0.697,0.08,16.548,0.052,17.245,0.061,16.851,0.048,16.388,0.015,,
39349724,114.192894,-69.621858,1.324,1.477,20162734,2,3,0.818,0.026,16.497,0.0,17.315,0.026,,,,,,
39349725,114.21064,-69.64076,0.61,0.928,20162734,5,26,1.106,0.105,15.877,0.047,16.983,0.094,16.366,0.058,15.324,0.033,14.92,0.114
39349726,114.241861,-69.602634,0.304,0.363,20162734,5,30,0.822,0.066,14.235,0.056,15.057,0.034,14.559,0.019,13.941,0.063,13.687,0.11
39349727,114.255844,-69.625024,0.799,0.738,20162734,3,11,0.64,0.116,16.221,0.045,16.862,0.107,16.48,0.061,16.071,0.067,15.867,0.0
39349728,114.126166,-69.608611,1.015,0.631,20162734,3,12,0.805,0.099,16.108,0.049,16.913,0.086,16.411,0.04,15.845,0.097,15.569,0.206
39349729,114.151977,-69.604099,1.375,1.104,20162734,4,13,0.993,0.056,16.347,0.032,17.341,0.046,16.739,0.018,15.894,0.158,15.4,0.0
39349730,114.199211,-69.596709,0.791,0.646,20162734,5,24,0.818,0.165,15.48,0.118,16.298,0.116,15.762,0.042,15.196,0.037,14.986,0.106
39349731,114.281587,-69.582581,0.355,0.081,20162734,5,28,0.401,0.047,10.93,0.038,11.332,0.028,11.074,0.059,10.815,0.032,10.667,0.148
39349732,114.002119,-69.638353,0.756,0.842,20162734,4,13,0.885,0.102,15.924,0.083,16.809,0.058,16.288,0.008,15.552,0.044,15.285,0.0
39349733,114.005132,-69.629201,0.243,0.222,20162734,5,25,0.667,0.049,14.074,0.03,14.741,0.039,14.328,0.019,13.868,0.04,13.665,0.047
39349734,114.068161,-69.617865,0.84,0.651,20162734,2,5,0.878,0.026,15.991,0.0,16.869,0.026,16.372,0.0,15.745,0.0,,
39349735,114.100609,-69.602739,0.972,0.979,20162734,3,8,0.689,0.102,16.461,0.101,17.15,0.017,,,,,,
39349736,113.93492,-69.605629,0.943,0.533,20162734,5,30,0.801,0.089,15.453,0.072,16.255,0.052,15.751,0.018,15.113,0.052,14.782,0.057
39349737,114.226903,-69.545678,0.46,1.117,20162734,2,3,0.866,0.0,16.588,0.0,17.453,0.0,17.038,0.062,,,,
39349738,113.621883,-69.669935,0.283,0.431,20162734,5,25,0.827,0.078,14.826,0.057,15.653,0.054,15.153,0.01,14.593,0.017,14.361,0.043
39349739,113.693491,-69.670841,0.352,0.415,20162734,5,25,0.628,0.057,14.759,0.019,15.387,0.053,15.022,0.007,14.559,0.018,14.367,0.067
39349740,113.718307,-69.648891,0.584,0.724,20162734,5,25,0.827,0.093,15.74,0.036,16.567,0.086,16.152,0.056,15.466,0.043,15.143,0.104
39349741,113.695078,-69.641538,0.266,0.212,20162734,5,30,0.604,0.044,13.186,0.024,13.79,0.038,13.414,0.013,12.988,0.02,12.797,0.038
39349742,113.795565,-69.640547,0.272,0.131,20162734,5,30,0.724,0.047,13.493,0.032,14.217,0.035,13.774,0.008,13.252,0.026,13.0,0.032
39349743,113.777536,-69.589937,0.346,0.299,20162734,5,28,0.845,0.039,14.72,0.036,15.564,0.016,15.084,0.013,14.431,0.022,14.177,0.027
39349744,113.807303,-69.609218,0.234,0.067,20162734,5,28,1.061,0.048,10.925,0.04,11.986,0.026,11.383,0.037,10.551,0.029,10.171,0.02
39349745,113.79631,-69.589513,0.788,0.622,20162734,4,18,1.257,0.126,15.736,0.073,16.993,0.102,16.347,0.038,15.158,0.034,14.716,0.065
39349746,113.845982,-69.587756,0.84,0.38,20162734,4,16,1.226,0.108,15.828,0.094,17.054,0.053,16.404,0.027,15.341,0.112,14.763,0.013
39349747,113.595017,-69.631054,0.125,0.173,20162734,5,25,0.399,0.039,13.428,0.028,13.827,0.027,13.536,0.018,13.338,0.018,13.319,0.019
39349748,113.597899,-69.62096,0.452,0.389,20162734,5,25,0.758,0.052,14.788,0.026,15.546,0.045,15.092,0.009,14.525,0.03,14.324,0.035
39349749,113.658825,-69.612621,0.919,0.965,20162734,3,17,0.777,0.1,16.145,0.056,16.922,0.083,16.447,0.053,15.928,0.068,15.765,0.0
39349750,113.702574,-69.600978,0.579,0.712,20162734,3,18,0.701,0.051,16.187,0.05,16.888,0.006,16.56,0.046,15.952,0.03,,
39349751,113.528796,-69.610862,0.32,0.415,20162734,5,23,0.946,0.046,14.873,0.043,15.82,0.016,15.265,0.014,14.53,0.022,14.227,0.067
39349752,113.563737,-69.61361,0.355,0.341,20162734,5,25,0.605,0.066,14.724,0.041,15.329,0.051,14.96,0.025,14.547,0.029,14.319,0.08
39349753,113.564872,-69.602116,0.145,0.088,20162734,5,25,0.412,0.044,11.508,0.033,11.92,0.03,11.642,0.011,11.432,0.027,11.392,0.041
39349754,113.609401,-69.592326,0.682,0.589,20162734,5,27,0.807,0.118,15.629,0.048,16.436,0.108,15.947,0.04,15.353,0.035,15.078,0.106
39349755,113.614371,-69.578238,0.622,0.924,20162734,2,4,0.727,0.153,16.901,0.0,17.628,0.153,17.145,0.0,16.649,0.0,,
39349756,113.74955,-69.593311,0.35,0.209,20162734,5,25,1.214,0.046,14.438,0.034,15.652,0.031,14.983,0.022,14.004,0.024,13.566,0.024
39349757,113.690406,-69.560503,0.413,0.078,20162734,5,26,0.542,0.042,10.938,0.035,11.48,0.022,11.112,0.024,10.784,0.015,10.648,0.034
39349758,113.773554,-69.54524,1.188,0.96,20162734,3,13,1.418,0.303,16.17,0.099,17.587,0.286,16.844,0.116,15.659,0.08,15.181,0.0
39349759,113.913535,-69.593785,0.32,0.443,20162734,5,30,0.74,0.063,11.372,0.056,12.111,0.029,11.653,0.015,11.11,0.024,10.911,0.039
39349760,113.937742,-69.577495,0.962,0.616,20162734,3,8,0.529,0.171,16.583,0.159,17.112,0.062,16.741,0.059,16.395,0.157,,
39349761,113.976074,-69.568697,0.779,0.525,20162734,4,16,1.66,0.054,15.569,0.017,17.229,0.052,16.373,0.033,15.074,0.057,14.436,0.054
39349762,114.013939,-69.54796,1.222,1.158,20162734,3,5,0.514,0.286,16.881,0.247,17.396,0.143,,,,,,
39349763,113.886401,-69.572288,0.207,0.281,20162734,5,25,0.655,0.046,14.324,0.032,14.979,0.032,14.58,0.018,14.102,0.031,13.893,0.048
39349764,113.907875,-69.563254,0.79,0.506,20162734,4,19,0.704,0.147,15.802,0.134,16.506,0.061,16.07,0.016,15.582,0.044,15.379,0.222
39349765,113.94072,-69.554367,1.083,0.817,20162734,5,17,1.317,0.056,15.905,0.049,17.222,0.026,16.496,0.043,15.222,0.077,14.677,0.083
39349766,114.098167,-69.530616,0.51,0.301,20162734,6,30,1.204,0.064,13.762,0.061,14.966,0.02,14.3,0.025,13.257,0.053,12.661,0.095
39349767,114.125952,-69.523844,1.379,1.088,20162734,2,5,1.607,0.324,16.302,0.035,17.909,0.322,16.827,0.0,15.784,0.0,,
39349768,114.131401,-69.513441,1.127,1.039,20162734,2,4,0.738,0.163,16.356,0.016,17.094,0.162,,,,,,
39349769,114.13013,-69.491877,1.258,0.51,20162734,6,27,0.758,0.119,14.951,0.113,15.709,0.037,15.248,0.051,14.703,0.088,14.44,0.116
39349770,114.14354,-69.493236,0.956,0.603,20162734,4,14,1.084,0.091,15.51,0.051,16.594,0.076,16.052,0.03,15.059,0.101,14.719,0.062
39349771,113.948164,-69.515716,1.15,0.935,20162734,4,16,0.782,0.189,16.431,0.152,17.214,0.112,16.698,0.016,16.064,0.098,15.786,0.375
39349772,113.866127,-69.519007,0.852,0.713,20162734,4,26,0.785,0.11,15.747,0.09,16.532,0.064,16.068,0.042,15.472,0.059,15.314,0.114
39349773,113.906571,-69.51447,0.353,0.088,20162734,6,45,1.095,0.056,12.052,0.046,13.147,0.032,12.538,0.02,11.673,0.035,11.291,0.046
39349774,113.899586,-69.496478,0.765,0.639,20162734,5,31,1.196,0.112,15.68,0.081,16.875,0.077,16.179,0.05,15.29,0.041,14.934,0.076
39349775,114.028694,-69.481016,1.165,0.858,20162734,3,10,0.693,0.074,16.289,0.056,16.982,0.049,16.583,0.051,16.01,0.122,,
39349776,114.124287,-69.452132,1.185,0.823,20162734,2,6,,,,,,,17.065,0.014,16.682,0.352,,
39349777,114.033276,-69.447046,0.152,0.084,20162734,5,26,0.582,0.045,12.085,0.04,12.667,0.021,12.308,0.02,11.912,0.041,11.748,0.058
39349778,114.057751,-69.445628,0.952,1.127,20162734,2,4,1.127,0.0,16.983,0.0,18.11,0.0,17.212,0.082,16.735,0.0,,
39349779,114.109972,-69.437895,0.557,0.403,20162734,5,25,0.61,0.067,14.766,0.03,15.376,0.059,15.001,0.041,14.564,0.054,14.401,0.098
39349780,114.581557,-69.740075,0.997,0.942,20162734,2,7,0.673,0.0,16.929,0.0,17.602,0.0,17.233,0.05,16.68,0.225,17.007,0.0
39349781,114.546555,-69.750897,1.411,1.008,20162735,2,4,0.534,0.0,16.465,0.0,16.999,0.0,16.819,0.041,16.38,0.0,,
39349782,114.561386,-69.739782,1.191,0.671,20162735,6,20,0.586,0.052,15.575,0.032,16.161,0.04,15.811,0.017,15.446,0.052,15.423,0.203
39349784,114.697225,-69.694482,0.896,0.889,20162735,4,16,0.556,0.126,16.142,0.039,16.698,0.12,16.311,0.037,15.999,0.078,15.759,0.408
39349785,114.756082,-69.665232,0.291,0.129,20162735,7,32,0.484,0.043,11.914,0.034,12.399,0.026,12.068,0.026,11.814,0.052,11.693,0.281
39349786,114.555842,-69.711112,0.498,0.331,20162734,2,2,,,,,,,,,,,14.651,0.379
39349787,114.60434,-69.699232,1.237,0.742,20162734,4,10,0.799,0.275,16.476,0.228,17.275,0.153,16.728,0.056,16.138,0.031,,
39349788,114.612656,-69.70648,1.508,1.11,20162734,2,4,0.551,0.064,16.833,0.059,17.384,0.023,,,,,,
39349789,114.560876,-69.716776,0.245,0.106,20162735,6,30,1.456,0.037,10.913,0.028,12.37,0.024,11.581,0.02,10.402,0.05,10.025,0.0
39349790,114.544202,-69.675018,0.598,0.913,20162734,5,19,1.074,0.161,14.552,0.109,15.625,0.118,15.026,0.026,14.162,0.043,13.74,0.246
39349791,114.649804,-69.687996,0.457,0.463,20162735,7,30,0.708,0.074,15.116,0.041,15.825,0.062,15.365,0.046,14.926,0.047,14.763,0.353
39349792,114.697213,-69.674718,0.389,0.134,20162735,6,27,1.153,0.04,12.055,0.033,13.208,0.022,12.559,0.021,11.687,0.025,11.34,0.282
39349793,114.706791,-69.666941,0.479,0.569,20162735,6,27,0.73,0.098,15.293,0.068,16.023,0.07,15.546,0.048,15.137,0.081,14.89,0.31
39349794,114.614965,-69.663433,0.665,0.722,20162734,5,20,0.856,0.078,15.732,0.038,16.587,0.068,16.057,0.055,15.403,0.029,15.102,0.342
39349795,114.689179,-69.646771,0.44,0.343,20162735,7,32,0.686,0.04,14.646,0.027,15.332,0.029,14.9,0.021,14.475,0.057,14.25,0.255
39349811,114.777587,-69.619392,1.156,0.619,20162734,3,5,0.748,0.0,16.592,0.0,17.34,0.0,16.869,0.042,16.51,0.0,14.98,0.0
39349812,114.785666,-69.60981,0.843,0.789,20162735,4,12,1.084,0.071,16.192,0.07,17.276,0.011,16.783,0.031,16.046,0.059,15.668,0.025
39349818,114.492744,-69.672232,0.825,0.764,20162734,4,15,0.78,0.047,16.131,0.04,16.911,0.026,16.448,0.078,16.028,0.051,15.684,0.0
39349819,114.447097,-69.648348,0.588,0.323,20162735,6,28,0.783,0.047,14.901,0.047,15.684,0.0,15.201,0.025,14.656,0.061,14.359,0.145
39349820,114.485595,-69.637394,0.773,0.394,20162734,2,9,0.794,0.085,16.459,0.0,17.253,0.085,16.906,0.014,16.356,0.014,16.192,0.0
39349821,114.51222,-69.619886,0.467,0.524,20162734,4,8,0.806,0.146,16.723,0.119,17.529,0.084,17.156,0.075,16.487,0.09,,
39349822,114.604313,-69.607397,0.366,0.138,20162735,6,30,0.682,0.05,13.403,0.03,14.085,0.04,13.66,0.011,13.207,0.055,12.967,0.249
39349823,114.649545,-69.601449,0.494,0.941,20162734,2,3,0.769,0.047,16.237,0.0,17.006,0.047,,,,,,
39349824,114.648324,-69.600986,0.844,0.958,20162735,5,15,0.637,0.211,16.436,0.19,17.073,0.093,16.519,0.074,16.01,0.051,,
39349825,114.65345,-69.578878,0.954,0.9,20162735,4,20,0.97,0.119,16.083,0.057,17.053,0.104,16.512,0.034,15.778,0.029,15.617,0.2
39349826,114.661534,-69.59373,0.648,0.412,20162735,7,33,0.929,0.091,15.062,0.047,15.991,0.078,15.476,0.03,14.772,0.043,14.543,0.288
39349827,114.401006,-69.642091,0.593,0.671,20162734,4,18,0.644,0.133,15.924,0.126,16.569,0.042,16.202,0.018,15.676,0.028,15.511,0.029
39349828,114.426882,-69.637035,0.372,0.135,20162735,6,30,0.562,0.038,13.428,0.021,13.99,0.032,13.631,0.013,13.274,0.047,13.075,0.189
39349829,114.370217,-69.600139,0.326,0.123,20162734,4,8,,,,,10.718,0.019,,,,,,
39349830,114.440992,-69.583671,0.84,0.913,20162734,4,13,0.64,0.224,16.432,0.138,17.073,0.177,16.681,0.014,16.263,0.008,16.099,0.0
39349831,114.4585,-69.585262,0.986,0.572,20162734,5,19,0.863,0.26,16.073,0.249,16.936,0.076,16.352,0.031,15.663,0.045,15.501,0.013
39349832,114.424719,-69.603404,0.299,0.104,20162735,6,30,1.186,0.037,11.34,0.029,12.526,0.023,11.864,0.014,10.954,0.049,10.535,0.175
39349833,114.539598,-69.578485,0.899,0.674,20162734,3,14,0.801,0.054,15.759,0.043,16.56,0.033,16.031,0.019,15.521,0.062,15.44,0.054
39349834,114.5395,-69.596993,0.317,0.112,20162735,6,30,1.084,0.04,12.906,0.027,13.99,0.029,13.381,0.011,12.554,0.046,12.165,0.23
39349835,114.568705,-69.594475,0.58,0.343,20162735,6,29,1.0,0.065,14.887,0.034,15.887,0.055,15.293,0.019,14.546,0.056,14.202,0.216
39349836,114.576147,-69.561455,0.938,0.686,20162735,6,20,0.773,0.215,15.752,0.065,16.525,0.204,16.076,0.038,15.504,0.061,15.147,0.46
39349837,114.496717,-69.562215,1.182,1.048,20162734,3,6,0.826,0.338,16.841,0.165,17.667,0.295,,,,,,
39349838,114.50597,-69.576925,1.071,1.12,20162735,3,8,,,,,,,17.255,0.113,15.962,0.029,14.921,0.615
39349839,114.592275,-69.547731,1.057,1.033,20162735,5,21,0.814,0.122,16.276,0.063,17.09,0.105,16.638,0.018,16.038,0.061,15.366,0.0
39349840,114.805452,-69.561125,0.411,0.403,20162735,7,27,1.136,0.028,14.171,0.024,15.308,0.015,14.687,0.012,13.851,0.044,13.578,0.12
39349841,114.749978,-69.539057,0.43,0.575,20162735,7,22,0.764,0.159,15.941,0.095,16.705,0.128,16.24,0.067,15.794,0.043,15.304,0.871
39349842,114.777664,-69.546375,0.635,0.773,20162735,5,17,1.055,0.057,15.791,0.052,16.847,0.023,16.25,0.073,15.524,0.056,15.208,0.048
39349843,114.784438,-69.531395,0.608,0.481,20162735,7,24,0.998,0.051,14.892,0.021,15.89,0.046,15.377,0.033,14.569,0.055,14.208,0.114
39349844,114.790224,-69.55592,0.72,0.609,20162735,2,4,0.564,0.107,16.9,0.0,17.465,0.107,17.206,0.0,16.599,0.0,,
39349850,114.72166,-69.529455,0.904,0.557,20162735,8,33,1.053,0.099,15.154,0.021,16.207,0.097,15.552,0.078,14.748,0.043,14.388,0.245
39349851,114.72894,-69.513854,0.681,0.548,20162735,7,30,1.122,0.122,15.298,0.045,16.42,0.114,15.763,0.047,14.967,0.058,14.575,0.282
39349852,114.78622,-69.522786,0.5,0.596,20162735,7,33,0.779,0.068,15.105,0.039,15.884,0.055,15.394,0.044,14.861,0.065,14.713,0.071
39349853,114.800298,-69.499802,0.706,0.778,20162735,6,15,0.693,0.165,16.132,0.086,16.825,0.141,16.367,0.069,15.87,0.091,15.676,0.257
39349854,114.64661,-69.511031,0.481,0.656,20162735,7,34,0.745,0.083,14.993,0.06,15.738,0.058,15.292,0.033,14.729,0.047,14.519,0.255
39349855,114.66144,-69.528874,1.001,0.623,20162735,3,14,1.227,0.122,16.181,0.068,17.408,0.102,16.754,0.042,15.96,0.083,15.593,0.2
39349856,114.681153,-69.501748,1.368,0.846,20162735,4,7,,,,,17.257,0.0,16.767,0.053,16.24,0.081,,
39349857,114.69843,-69.515793,0.421,0.223,20162735,8,38,0.812,0.04,13.646,0.027,14.459,0.03,13.987,0.023,13.425,0.056,13.178,0.219
39349858,114.766425,-69.488878,0.496,1.265,20162735,2,4,,,,,,,17.254,0.073,16.87,0.071,,
39349861,114.789407,-69.48117,0.44,0.189,20162735,8,33,0.731,0.037,13.973,0.03,14.704,0.022,14.278,0.032,13.785,0.044,13.623,0.108
39349950,114.403332,-69.575831,0.254,0.694,20162734,2,3,1.062,0.0,16.967,0.0,18.029,0.0,,,,,16.192,0.152
39349951,114.442032,-69.540647,1.278,0.455,20162734,2,6,0.756,0.239,16.18,0.09,16.937,0.222,16.401,0.0,15.855,0.0,,
39349952,114.280906,-69.562779,0.899,0.822,20162734,4,19,0.786,0.101,15.682,0.092,16.468,0.041,15.983,0.018,15.434,0.025,15.177,0.159
39349953,114.41689,-69.542279,0.337,0.111,20162735,6,28,0.334,0.71,10.858,0.484,11.192,0.519,11.032,0.52,10.841,0.511,10.722,0.527
39349954,114.463304,-69.54092,0.362,0.194,20162735,6,30,0.51,0.107,14.131,0.078,14.641,0.074,14.299,0.056,14.018,0.085,13.898,0.23
