objName,objID,raMean,decMean,raMeanErr,decMeanErr,nDetections,randomID,projectionID,skyCellID,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,epochMean,nStackDetections,ng,nr,ni,nz,ny,gQfPerfect,gMeanPSFMag,gMeanPSFMagErr,gMeanKronMag,gMeanKronMagErr,gMeanApMag,gMeanApMagErr,gFlags,rQfPerfect,rMeanPSFMag,rMeanPSFMagErr,rMeanKronMag,rMeanKronMagErr,rMeanApMag,rMeanApMagErr,rFlags,iQfPerfect,iMeanPSFMag,iMeanPSFMagErr,iMeanKronMag,iMeanKronMagErr,iMeanApMag,iMeanApMagErr,iFlags,zQfPerfect,zMeanPSFMag,zMeanPSFMagErr,zMeanKronMag,zMeanKronMagErr,zMeanApMag,zMeanApMagErr,zFlags,yQfPerfect,yMeanPSFMag,yMeanPSFMagErr,yMeanKronMag,yMeanKronMagErr,yMeanApMag,yMeanApMagErr,yFlags,Ang Sep (')
b'PSO J103730.154-272843.568',b'75021593756195807',159.375641667,-27.4787694444,0.187,0.187,2,0.223918681241,750,12,268959744,32,b'',b'',,,56283.6460185,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.796,21.191,0.142,,,21.675,0.476,4120,,,,,,,,0,7.102
b'PSO J103805.776-273855.844',b'74821595240881682',159.5239875,-27.6488388889,0.047,0.038,64,0.843730198074,750,1,503635968,60,b'10 38 05.777',b'-27 38 55.84',0.001,0.001,56111.8481597,5,9,12,11,19,13,1.0,19.118,0.009,19.218,0.01,19.135,0.017,115000,1.0,18.21,0.007,18.318,0.01,18.218,0.01,115000,1.0,17.843,0.01,17.953,0.012,17.877,0.015,115000,1.0,17.67,0.005,17.763,0.012,17.673,0.009,115000,0.999,17.531,0.01,17.674,0.014,17.554,0.017,115000,7.105
b'PSO J103741.585-272836.406',b'75021594232708163',159.423225,-27.4767805556,0.176,0.176,2,0.920183270164,750,11,302067712,36,b'',b'',,,56290.570625,0,1,1,0,0,0,0.62,21.623,0.214,,,21.518,0.214,4120,0.56,21.104,0.175,,,21.431,0.175,536,,,,,,,,0,,,,,,,,0,,,,,,,,0,7.106
b'PSO J103803.296-273128.880',b'74971595137340678',159.513679167,-27.5246972222,0.102,0.102,2,0.903768586837,750,11,302067712,36,b'',b'',,,55933.5949421,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.218,21.152,0.196,21.227,0.301,21.632,0.119,536,,,,,,,,0,7.108
b'PSO J103716.126-274059.635',b'74781593171630383',159.31715,-27.6832194444,0.04,0.043,15,0.0536918789648,750,2,436527104,52,b'10 37 16.128',b'-27 40 59.69',0.001,0.001,56062.786412,3,0,0,4,9,2,,,,,,,,16416,,,,,,,,16416,1.0,21.232,0.073,21.337,0.166,21.139,0.263,115000,1.0,20.387,0.056,20.723,0.08,20.721,0.086,115000,0.998,19.56,0.171,,,19.131,0.314,115000,7.112
b'PSO J103708.346-273235.092',b'74941592846928632',159.284741667,-27.5430638889,0.027,0.034,27,0.377407172115,750,12,436527104,52,b'10 37 08.346',b'-27 32 35.09',0.001,0.001,56118.6217708,5,1,3,12,10,1,1.0,21.937,0.193,,,21.824,0.193,114992,0.999,21.346,0.146,,,20.545,0.294,16892216,0.999,21.032,0.033,21.234,0.035,21.335,0.102,115000,1.0,20.561,0.037,20.784,0.087,21.011,0.123,115000,0.998,20.14,0.165,,,19.94,0.165,115000,7.114
b'PSO J103804.483-273151.423',b'74961595186993152',159.518629167,-27.5309583333,0.053,0.055,14,0.856340687588,750,11,436527104,52,b'10 38 04.475',b'-27 31 51.40',0.001,0.001,56067.0144329,3,0,0,3,9,2,,,,,,,,16416,,,,,,,,16416,1.0,21.454,0.016,21.385,0.211,21.574,0.178,115000,1.0,20.819,0.086,20.892,0.112,20.706,0.116,115000,0.998,19.941,0.145,19.736,0.041,19.761,0.014,115000,7.115
b'PSO J103808.456-273354.884',b'74921595352062027',159.5352,-27.5652638889,0.012,0.013,51,0.424944867776,750,11,436527104,52,b'10 38 08.456',b'-27 33 54.88',0.001,0.001,56117.8238194,5,2,7,12,18,12,0.999,22.033,0.054,,,21.394,0.09,16892216,0.999,21.148,0.089,20.706,0.126,20.631,0.104,16892216,1.0,20.152,0.012,20.103,0.035,20.005,0.028,115000,1.0,19.68,0.019,19.677,0.047,19.582,0.022,115000,1.0,19.289,0.025,18.905,0.128,18.874,0.068,16892216,7.116
b'PSO J103758.406-273016.830',b'74991594933254710',159.493308333,-27.5046805556,0.042,0.062,16,0.798503592423,750,11,436527104,52,b'10 37 58.403',b'-27 30 16.86',0.001,0.001,56285.7696181,4,0,3,9,4,0,,,,,,,,16416,0.999,21.731,0.078,21.908,0.235,22.045,0.372,115000,0.999,21.301,0.057,21.147,0.094,21.135,0.097,115000,0.987,20.927,0.123,20.924,0.013,21.063,0.263,115000,,,,,,,,114720,7.118
b'PSO J103731.744-274239.782',b'74741593821937099',159.382229167,-27.7110416667,0.051,0.033,28,0.212706282933,750,2,444915712,53,b'10 37 31.745',b'-27 42 39.78',0.001,0.001,56421.4408681,5,7,3,9,9,0,1.0,21.547,0.124,21.02,0.085,20.926,0.09,16892216,0.999,20.843,0.069,20.181,0.228,20.124,0.08,16892216,1.0,20.458,0.027,19.99,0.063,19.917,0.05,16892216,1.0,20.231,0.045,19.948,0.037,19.874,0.05,16892216,,,,,,,,114720,7.121
b'PSO J103743.957-274236.997',b'74741594331597962',159.433158333,-27.7102777778,0.116,0.116,2,0.715848131772,750,1,268959744,32,b'',b'',,,56358.4425463,0,2,0,0,0,0,0.774,21.307,0.412,,,21.723,0.12,4120,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,7.122
b'PSO J103752.899-274152.720',b'74761594702922687',159.470416667,-27.6979777778,0.154,0.154,3,0.236049813438,750,1,268959744,32,b'',b'',,,56475.9156597,0,0,1,1,1,0,,,,,,,,0,0.674,21.289,0.26,,,21.14,0.26,4120,0.606,21.891,0.342,,,22.804,0.342,4120,0.774,19.516,0.228,,,19.757,0.228,4112,,,,,,,,0,7.123
b'PSO J103708.113-273239.489',b'74941592837087207',159.283804167,-27.5443027778,0.179,0.179,2,0.755683409754,750,12,268959744,32,b'',b'',,,56358.448912,0,2,0,0,0,0,0.681,21.899,0.166,,,23.893,0.206,4120,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,7.127
b'PSO J103800.098-274041.140',b'74781595004186561',159.5003625,-27.6781083333,0.038,0.05,21,0.764746020329,750,1,436527104,52,b'10 38 00.104',b'-27 40 41.23',0.001,0.001,56262.6705671,4,0,3,8,9,1,,,,,,,,16416,1.0,21.772,0.012,21.999,0.157,21.77,0.192,115000,0.999,21.151,0.052,21.07,0.129,21.232,0.113,115000,1.0,20.702,0.058,20.607,0.201,20.424,0.192,115000,0.998,20.012,0.165,19.166,0.187,19.564,0.165,16892216,7.13
b'PSO J103731.763-274240.380',b'74741593823156728',159.3823125,-27.7112194444,0.079,0.079,4,0.632452715777,750,2,302145536,36,b'',b'',,,55486.8479861,0,3,0,0,0,1,0.999,21.657,0.084,21.206,0.014,21.167,0.116,280,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.998,19.751,0.165,18.976,0.178,19.045,0.165,16777496,7.131
b'PSO J103808.581-273720.780',b'74851595357313378',159.535708333,-27.6224583333,0.011,0.01,56,0.137327410409,750,1,444915712,53,b'10 38 08.581',b'-27 37 20.78',0.001,0.001,55894.0300347,5,10,10,6,15,15,1.0,20.007,0.019,19.695,0.011,19.632,0.017,16892216,1.0,19.465,0.073,19.14,0.021,19.083,0.02,16892216,0.998,19.298,0.039,18.699,0.024,18.717,0.007,16892216,1.0,19.083,0.022,18.649,0.015,18.625,0.021,16892216,0.999,18.991,0.048,18.509,0.06,18.504,0.046,16892216,7.132
b'PSO J103806.321-273844.686',b'74821595263465401',159.526291667,-27.6457638889,0.009,0.011,68,0.134991902052,750,1,444915712,53,b'10 38 06.322',b'-27 38 44.69',0.001,0.001,56059.6215509,5,12,12,6,20,18,1.0,20.309,0.013,19.999,0.029,19.928,0.022,16892216,1.0,19.592,0.015,19.095,0.02,19.068,0.022,16892216,0.999,19.108,0.014,18.672,0.023,18.661,0.006,16892216,1.0,18.954,0.019,18.452,0.025,18.444,0.018,16892216,1.0,18.819,0.058,18.334,0.06,18.37,0.031,16892216,7.132
b'PSO J103754.923-272940.549',b'75001594788786750',159.478795833,-27.4946,0.064,0.064,2,0.303416213303,750,11,1375809536,164,b'10 37 54.938',b'-27 29 40.63',0.001,0.001,55545.6567014,1,0,0,0,2,0,,,,,,,,16416,,,,,,,,16416,,,,,,,,16416,0.332,19.872,0.101,,,20.554,0.101,115256,,,,,,,,16416,7.135
b'PSO J103706.574-273747.619',b'74841592774294421',159.2773625,-27.6298833333,0.033,0.03,50,0.778334472122,750,2,444915712,53,b'10 37 06.575',b'-27 37 47.62',0.001,0.001,56085.6395139,5,10,12,12,13,3,0.999,21.287,0.076,20.527,0.075,20.587,0.062,16892216,1.0,20.431,0.078,20.019,0.037,19.966,0.045,16892216,1.0,20.311,0.025,19.853,0.034,19.782,0.031,16892216,1.0,19.92,0.07,19.273,0.066,19.265,0.061,16892216,0.999,19.478,0.055,19.362,0.092,19.304,0.117,115000,7.139
b'PSO J103744.015-274238.246',b'74741594334007562',159.433354167,-27.7106222222,0.022,0.02,65,0.925983207231,750,1,436527104,52,b'10 37 44.016',b'-27 42 38.25',0.001,0.001,55884.4667708,5,14,10,10,18,13,1.0,18.834,0.01,18.923,0.015,18.833,0.013,115000,1.0,18.424,0.006,18.523,0.012,18.429,0.012,115000,1.0,18.268,0.007,18.353,0.008,18.254,0.008,115000,1.0,18.182,0.008,18.302,0.009,18.209,0.01,115000,1.0,18.18,0.02,18.394,0.063,18.373,0.036,115000,7.144
b'PSO J103805.310-273206.318',b'74951595221218246',159.522070833,-27.5350972222,0.107,0.107,3,0.138312686364,750,11,436281344,52,b'10 38 05.306',b'-27 32 06.36',0.001,0.001,56266.2516319,3,0,0,3,0,0,,,,,,,,16416,,,,,,,,114720,0.999,21.621,0.101,21.491,0.051,21.392,0.248,115000,,,,,,,,114720,,,,,,,,16416,7.144
b'PSO J103710.285-273932.897',b'74801592928849366',159.292808333,-27.6591277778,0.003,0.005,68,0.945276658,750,2,503635968,60,b'10 37 10.285',b'-27 39 32.90',0.001,0.001,55876.7982986,5,14,12,10,15,17,0.999,15.403,0.002,15.392,0.005,15.374,0.004,115000,1.0,15.0,0.003,14.979,0.004,14.964,0.003,115000,0.999,14.863,0.006,14.867,0.009,14.846,0.003,115000,1.0,14.837,0.003,14.783,0.006,14.807,0.002,115000,1.0,14.798,0.008,14.753,0.015,14.783,0.007,115000,7.145
b'PSO J103734.924-272830.992',b'75021593956009909',159.395475,-27.4752861111,0.053,0.082,10,0.614828793905,750,12,168091648,20,b'10 37 34.925',b'-27 28 30.89',0.001,0.001,56211.5505324,8,0,0,7,3,0,,,,,,,,32,,,,,,,,114720,1.0,21.364,0.082,21.291,0.131,21.48,0.122,115000,1.0,20.76,0.113,20.777,0.242,20.736,0.272,115000,,,,,,,,114720,7.152
b'PSO J103748.199-272854.956',b'75021594508271986',159.4507875,-27.4819416667,0.004,0.005,59,0.719630629494,750,11,503635968,60,b'10 37 48.199',b'-27 28 54.96',0.001,0.001,56013.8997454,5,11,12,10,11,15,0.999,18.425,0.008,18.521,0.011,18.441,0.01,115000,1.0,17.81,0.003,17.904,0.009,17.814,0.006,115000,0.999,17.579,0.006,17.678,0.006,17.582,0.006,115000,0.999,17.479,0.009,17.587,0.013,17.496,0.004,115000,0.999,17.355,0.01,17.397,0.021,17.326,0.013,115000,7.152
b'PSO J103759.217-274054.609',b'74781594966702072',159.496691667,-27.6818444444,0.089,0.089,2,0.765096266535,750,1,1375809536,164,b'10 37 59.218',b'-27 40 54.61',0.001,0.001,55276.4054051,1,2,0,0,0,0,0.999,21.491,0.072,21.514,0.099,21.668,0.05,115000,,,,,,,,16416,,,,,,,,16416,,,,,,,,16416,,,,,,,,16416,7.156
b'PSO J103806.459-273844.352',b'74821595268535559',159.526916667,-27.6456527778,0.131,0.131,2,0.927058494582,750,1,268959744,32,b'',b'',,,56285.1275694,0,1,0,1,0,0,0.674,21.913,0.208,21.975,0.239,22.105,0.208,4112,,,,,,,,0,0.684,20.856,0.167,20.422,0.121,20.291,0.167,16781336,,,,,,,,0,,,,,,,,0,7.159
b'PSO J103754.908-272938.645',b'75001594787107481',159.478729167,-27.4940694444,0.074,0.074,2,0.275609324943,750,11,268513280,32,b'',b'',,,55676.2665046,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.517,19.517,0.145,,,19.821,0.0,16,,,,,,,,0,7.16
b'PSO J103705.581-273418.009',b'74911592732394302',159.2732125,-27.5716638889,0.013,0.007,66,0.923999584209,750,12,436527104,52,b'10 37 05.581',b'-27 34 18.01',0.001,0.001,56023.8071644,5,12,12,14,13,15,1.0,19.914,0.021,19.858,0.058,19.774,0.058,16892216,1.0,19.578,0.014,19.69,0.036,19.554,0.038,115000,1.0,19.468,0.012,19.453,0.06,19.57,0.068,115000,1.0,19.34,0.026,19.433,0.047,19.296,0.044,115000,0.999,19.332,0.085,19.635,0.051,19.994,0.063,115000,7.16
b'PSO J103708.346-273227.898',b'74951592847401025',159.284733333,-27.5410694444,0.009,0.008,56,0.872367094152,750,12,436527104,52,b'10 37 08.347',b'-27 32 27.90',0.001,0.001,56088.714919,5,12,10,12,13,9,0.999,20.785,0.065,20.988,0.069,21.268,0.203,115000,1.0,19.959,0.022,20.135,0.055,20.029,0.076,115000,1.0,19.632,0.017,19.786,0.039,19.687,0.03,115000,1.0,19.405,0.022,19.508,0.028,19.43,0.019,115000,0.999,19.399,0.047,19.56,0.046,19.445,0.046,115000,7.166
b'PSO J103723.530-274208.066',b'74751593479527612',159.348004167,-27.7022222222,0.028,0.066,21,0.425295495824,750,2,436527104,52,b'10 37 23.532',b'-27 42 08.05',0.001,0.001,56220.9051852,4,0,3,8,7,3,,,,,,,,16416,0.993,21.65,0.062,,,23.233,0.193,115000,0.999,20.73,0.029,20.957,0.048,20.913,0.083,115000,0.999,20.356,0.062,20.521,0.106,20.499,0.083,115000,0.998,19.892,0.241,19.818,0.261,20.091,0.361,115000,7.167
b'PSO J103751.021-272909.325',b'75011594625767324',159.462533333,-27.4859305556,0.119,0.119,2,0.519425747469,750,11,310456320,37,b'',b'',,,55247.4711574,0,0,2,0,0,0,,,,,,,,0,1.0,21.024,0.062,19.585,0.176,19.88,0.133,16777496,,,,,,,,0,,,,,,,,0,,,,,,,,0,7.169
b'PSO J103739.192-272829.525',b'75031594132860551',159.413304167,-27.4748694444,0.145,0.145,2,0.718454348593,750,11,268959744,32,b'',b'',,,56752.3471644,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.025,21.428,0.095,,,21.692,0.112,4120,,,,,,,,0,,,,,,,,0,7.169
b'PSO J103738.321-272828.598',b'75031594096380673',159.409645833,-27.4746138889,0.034,0.05,22,0.0453132177194,750,11,436527104,52,b'10 37 38.322',b'-27 28 28.60',0.001,0.001,56202.0371296,10,0,3,9,8,2,,,,,,,,114720,1.0,21.676,0.263,,,21.194,0.31,115000,0.999,21.16,0.064,21.41,0.059,21.383,0.096,115000,1.0,20.587,0.106,20.646,0.095,20.738,0.113,115000,0.998,19.826,0.094,,,19.337,0.0,115000,7.176
b'PSO J103756.987-274121.088',b'74771594873893171',159.4874,-27.6892,0.022,0.021,53,0.525632766565,750,1,436527104,52,b'10 37 56.987',b'-27 41 21.09',0.001,0.001,56055.8199768,5,14,12,13,14,0,1.0,21.11,0.038,21.11,0.061,21.024,0.062,115000,0.999,20.601,0.038,20.685,0.056,20.601,0.057,115000,1.0,20.399,0.025,20.436,0.072,20.263,0.052,115000,1.0,20.238,0.034,20.182,0.096,20.113,0.075,115000,,,,,,,,114720,7.176
b'PSO J103712.143-273107.887',b'74971593006287644',159.300570833,-27.5188416667,0.012,0.02,54,0.184036630377,750,12,436527104,52,b'10 37 12.143',b'-27 31 07.89',0.001,0.001,56134.8593866,5,4,12,13,14,11,0.999,21.811,0.102,21.769,0.119,21.877,0.152,115000,1.0,20.666,0.025,20.681,0.042,20.553,0.041,115000,1.0,20.161,0.014,20.09,0.059,20.037,0.046,16892216,1.0,19.776,0.034,19.65,0.043,19.543,0.053,115000,1.0,19.597,0.052,19.452,0.11,19.369,0.108,115000,7.179
b'PSO J103728.036-274232.018',b'74741593668329618',159.366779167,-27.7088777778,0.189,0.189,2,0.83546011414,750,2,302067712,36,b'',b'',,,56358.439838,0,2,0,0,0,0,0.881,21.809,0.188,21.691,0.211,21.641,0.188,280,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,7.183
b'PSO J103709.620-273923.542',b'74811592900342378',159.2900875,-27.6565388889,0.024,0.024,2,0.191022475428,750,2,277348352,33,b'',b'',,,55235.5106366,0,2,0,0,0,0,0.651,19.518,0.0,18.769,0.0,18.782,0.0,16781336,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,7.184
b'PSO J103801.651-274024.060',b'74791595068742273',159.506825,-27.6733583333,0.006,0.015,68,0.485458382857,750,1,436527104,52,b'10 38 01.651',b'-27 40 24.06',0.001,0.001,56131.9093171,5,12,12,12,18,14,1.0,19.592,0.013,19.701,0.022,19.613,0.023,115000,1.0,18.918,0.01,19.006,0.019,18.894,0.019,115000,0.999,18.607,0.01,18.726,0.029,18.658,0.014,115000,1.0,18.466,0.011,18.554,0.021,18.449,0.023,115000,0.999,18.362,0.008,18.441,0.043,18.325,0.032,115000,7.186
b'PSO J103800.850-273042.286',b'74981595034996244',159.503504167,-27.5117611111,0.02,0.025,33,0.58086183535,750,11,436527104,52,b'10 38 00.851',b'-27 30 42.29',0.001,0.001,56207.8466782,5,0,6,12,13,2,,,,,,,,114720,1.0,21.256,0.063,21.203,0.092,21.139,0.067,115000,1.0,20.677,0.033,20.631,0.057,20.492,0.036,115000,1.0,20.37,0.049,20.531,0.061,20.349,0.076,115000,0.999,19.836,0.126,19.756,0.25,20.046,0.402,115000,7.187
b'PSO J103720.067-272933.801',b'75001593336778988',159.333570833,-27.4927194444,0.13,0.13,2,0.205834649695,750,12,302067712,36,b'',b'',,,55914.0130556,0,1,0,0,0,1,0.999,21.871,0.195,,,22.766,0.195,280,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.989,19.773,0.173,18.495,0.13,18.823,0.173,16777496,7.187
b'PSO J103807.375-273256.688',b'74941595307261374',159.530679167,-27.5490861111,0.05,0.079,20,0.599029545299,750,11,436527104,52,b'10 38 07.375',b'-27 32 56.69',0.001,0.001,56014.1331482,4,6,5,8,1,0,0.999,21.494,0.065,21.47,0.124,21.461,0.022,115000,1.0,21.341,0.103,21.179,0.113,21.076,0.083,115000,0.999,21.123,0.069,21.152,0.198,21.197,0.126,115000,0.945,21.119,0.187,21.273,0.298,20.852,0.187,115000,,,,,,,,16416,7.189
b'PSO J103736.629-272827.706',b'75031594027271179',159.402583333,-27.4743555556,0.098,0.098,3,0.518177152163,750,12,436281344,52,b'10 37 36.626',b'-27 28 27.70',0.001,0.001,55742.0409607,6,0,0,1,2,0,,,,,,,,16416,,,,,,,,16416,0.999,21.559,0.151,21.359,0.264,21.244,0.151,115000,0.999,20.584,0.019,20.316,0.048,20.198,0.139,115000,,,,,,,,114720,7.19
b'PSO J103737.049-274250.377',b'74741594043713519',159.404333333,-27.7139888889,0.048,0.062,12,0.320832046048,750,2,436527104,52,b'10 37 37.047',b'-27 42 50.36',0.001,0.001,56290.7449537,8,0,0,7,5,0,,,,,,,,16416,,,,,,,,114720,0.998,21.379,0.075,21.686,0.085,21.773,0.048,115000,0.999,20.66,0.15,20.347,0.166,20.227,0.159,115000,,,,,,,,114720,7.19
b'PSO J103725.025-272859.680',b'75021593542910413',159.354229167,-27.4832416667,0.082,0.082,5,0.389606745345,750,12,436363264,52,b'10 37 25.031',b'-27 28 59.70',0.001,0.001,56293.3831134,3,0,0,2,3,0,,,,,,,,16416,,,,,,,,16416,0.999,21.731,0.059,21.626,0.044,21.889,0.05,115000,1.0,20.992,0.022,20.932,0.192,20.838,0.175,115000,,,,,,,,114720,7.191
b'PSO J103738.155-274250.555',b'74741594089383431',159.4089375,-27.7140333333,0.014,0.011,57,0.678922244049,750,1,436527104,52,b'10 37 38.156',b'-27 42 50.56',0.001,0.001,55937.6266435,10,12,10,8,13,14,1.0,20.056,0.014,20.165,0.04,20.079,0.029,115000,0.999,19.572,0.014,19.724,0.034,19.6,0.022,115000,0.999,19.429,0.014,19.573,0.018,19.497,0.042,115000,1.0,19.34,0.017,19.391,0.055,19.288,0.045,115000,1.0,19.235,0.035,19.342,0.1,19.203,0.062,115000,7.195
b'PSO J103800.717-274038.360',b'74781595029707444',159.5029375,-27.6773722222,0.08,0.104,7,0.230798517569,750,1,436527104,52,b'10 38 00.718',b'-27 40 38.36',0.001,0.001,56362.6105556,4,0,1,4,2,0,,,,,,,,114720,0.999,21.607,0.164,20.889,0.171,20.802,0.164,16892216,1.0,21.188,0.105,21.435,0.246,21.117,0.456,115000,1.0,21.066,0.026,20.908,0.233,20.803,0.086,115000,,,,,,,,16416,7.197
b'PSO J103708.462-273220.715',b'74951592852653421',159.2852125,-27.5390833333,0.047,0.051,12,0.14528237483,750,12,436527104,52,b'10 37 08.459',b'-27 32 20.67',0.001,0.001,56197.4811227,3,0,0,4,7,1,,,,,,,,16416,,,,,,,,16416,0.999,21.452,0.04,21.394,0.056,21.388,0.043,115000,0.999,20.699,0.054,20.809,0.056,21.045,0.091,115000,0.998,20.237,0.179,,,20.875,0.179,115000,7.198
b'PSO J103733.612-272829.846',b'75031593899940359',159.390008333,-27.4749666667,0.014,0.016,43,0.738117312769,750,12,436527104,52,b'10 37 33.612',b'-27 28 29.85',0.001,0.001,56140.8820949,10,0,0,12,16,15,,,,,,,,114720,,,,,,,,114720,1.0,20.37,0.044,20.52,0.067,20.532,0.088,115000,0.999,19.704,0.025,19.76,0.035,19.684,0.03,115000,0.999,19.338,0.044,19.517,0.111,19.706,0.074,115000,7.198
b'PSO J103805.522-273204.969',b'74951595229618474',159.5230125,-27.5347138889,0.183,0.183,2,0.416425030135,750,11,268959744,32,b'',b'',,,56290.5765046,0,0,2,0,0,0,,,,,,,,0,0.773,21.312,0.131,,,21.609,0.0,4120,,,,,,,,0,,,,,,,,0,,,,,,,,0,7.199
b'PSO J103728.986-272841.454',b'75021593707716470',159.370716667,-27.4781777778,0.012,0.012,5,0.954004435757,750,12,310452224,37,b'',b'',,,55236.2581829,0,3,0,0,2,0,0.999,21.583,0.183,21.368,0.249,21.46,0.183,16777496,,,,,,,,0,,,,,,,,0,0.999,18.684,0.011,18.094,0.021,18.037,0.012,16778264,,,,,,,,0,7.199
b'PSO J103808.605-273342.534',b'74921595358486108',159.535804167,-27.5618305556,0.134,0.134,2,0.256162850425,750,11,302067712,36,b'',b'',,,55606.5217361,0,0,1,0,0,1,,,,,,,,0,0.293,20.802,0.133,20.56,0.174,20.344,0.133,16778264,,,,,,,,0,,,,,,,,0,0.742,20.062,0.225,,,19.837,0.225,4120,7.2
b'PSO J103745.809-272841.711',b'75021594408216310',159.440820833,-27.47825,0.066,0.066,6,0.145836332949,750,11,310534144,37,b'',b'',,,56011.5998264,0,0,1,1,4,0,,,,,,,,0,0.762,21.403,0.262,,,21.497,0.262,4120,0.999,21.089,0.111,20.512,0.13,20.482,0.111,16777496,0.997,20.647,0.101,20.305,0.103,20.242,0.073,16777496,,,,,,,,0,7.205
b'PSO J103719.195-272939.805',b'75001593299646985',159.329933333,-27.4943888889,0.069,0.069,2,0.776936662176,750,12,1384198144,165,b'10 37 19.198',b'-27 29 39.67',0.001,0.001,55955.5251852,1,0,0,2,0,0,,,,,,,,16416,,,,,,,,16416,0.048,20.845,0.098,20.429,0.12,20.204,0.098,16892472,,,,,,,,16416,,,,,,,,16416,7.209
b'PSO J103730.754-274242.608',b'74741593781305992',159.3781375,-27.7118583333,0.099,0.099,4,0.311918559775,750,2,436363264,52,b'10 37 30.755',b'-27 42 42.61',0.001,0.001,55846.5424074,4,2,1,1,0,0,0.999,21.925,0.189,21.663,0.302,21.56,0.189,115000,0.999,21.857,0.203,,,21.918,0.203,115000,0.801,21.85,0.213,,,23.115,0.213,115256,,,,,,,,114720,,,,,,,,16416,7.21
b'PSO J103706.392-273324.362',b'74931592766312180',159.276583333,-27.5567611111,0.17,0.17,2,0.938945055882,750,12,302067712,36,b'',b'',,,56005.4020139,0,1,0,0,1,0,0.982,21.771,0.17,21.041,0.171,21.224,0.17,16777496,,,,,,,,0,,,,,,,,0,0.558,20.878,0.256,,,22.801,0.256,4120,,,,,,,,0,7.211
b'PSO J103751.847-274206.382',b'74751594660308167',159.465975,-27.7017694444,0.004,0.006,64,0.606734983257,750,1,436527248,52,b'10 37 51.848',b'-27 42 06.38',0.001,0.001,56096.2505208,5,9,10,13,17,15,1.0,18.911,0.012,19.023,0.012,18.93,0.008,115000,1.0,18.617,0.008,18.693,0.016,18.594,0.012,115000,0.999,18.506,0.008,18.62,0.009,18.503,0.017,115000,1.0,18.458,0.018,18.564,0.017,18.458,0.017,115000,1.0,18.448,0.03,18.618,0.059,18.559,0.065,115000,7.214
b'PSO J103745.827-272841.249',b'75021594409006762',159.440916667,-27.4780833333,0.063,0.097,19,0.366795655682,750,11,444915712,53,b'10 37 45.828',b'-27 28 41.25',0.001,0.001,56100.5539699,5,1,4,8,5,1,0.999,21.835,0.16,21.917,0.253,21.554,0.16,115000,0.999,20.736,0.097,,,19.98,0.299,16892216,1.0,21.194,0.052,20.807,0.087,20.779,0.091,115000,0.999,20.916,0.013,20.548,0.046,20.443,0.043,16892216,0.998,19.649,0.168,19.415,0.223,19.103,0.168,16892216,7.215
b'PSO J103709.664-273928.048',b'74811592902730930',159.290229167,-27.6577944444,0.005,0.005,66,0.939041198175,750,2,512024576,61,b'10 37 09.665',b'-27 39 28.05',0.001,0.001,55904.9734606,5,12,10,12,16,16,0.999,16.65,0.032,15.514,0.011,15.91,0.029,16892216,1.0,15.928,0.03,14.782,0.005,15.21,0.032,16892216,0.999,15.787,0.046,14.542,0.01,15.012,0.048,16892216,1.0,15.439,0.017,14.257,0.019,14.704,0.009,16892216,1.0,15.098,0.04,13.957,0.01,14.434,0.031,16892216,7.217
b'PSO J103808.713-273343.739',b'74921595363755552',159.536258333,-27.5621666667,0.122,0.122,2,0.0572896581677,750,11,310456320,37,b'',b'',,,55616.0198148,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.375,20.504,0.24,19.885,0.212,19.861,0.19,16778264,,,,,,,,0,7.217
b'PSO J103807.369-273251.544',b'74941595306493073',159.530654167,-27.5476611111,0.084,0.084,4,0.854037726162,750,11,436363264,52,b'10 38 07.356',b'-27 32 51.56',0.001,0.001,56327.3655093,3,0,0,2,2,0,,,,,,,,16416,,,,,,,,16416,1.0,21.231,0.357,,,20.689,0.0,115000,0.998,21.03,0.014,20.894,0.105,20.844,0.135,115000,,,,,,,,114720,7.221
b'PSO J103729.879-272837.075',b'75021593745027938',159.374445833,-27.4769666667,0.005,0.004,71,0.867537552367,750,12,503635968,60,b'10 37 29.880',b'-27 28 37.08',0.001,0.001,56028.6152546,5,12,10,14,17,18,1.0,14.823,0.004,14.871,0.004,14.801,0.003,115000,1.0,14.365,0.003,14.416,0.001,14.353,0.003,115000,0.999,14.209,0.003,14.272,0.003,14.192,0.002,115000,1.0,14.161,0.003,14.213,0.000626,14.156,0.002,115000,0.999,14.118,0.003,14.131,0.004,14.11,0.002,115000,7.222
