objName,objID,raMean,decMean,raMeanErr,decMeanErr,nDetections,randomID,projectionID,skyCellID,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,epochMean,nStackDetections,ng,nr,ni,nz,ny,gQfPerfect,gMeanPSFMag,gMeanPSFMagErr,gMeanKronMag,gMeanKronMagErr,gMeanApMag,gMeanApMagErr,gFlags,rQfPerfect,rMeanPSFMag,rMeanPSFMagErr,rMeanKronMag,rMeanKronMagErr,rMeanApMag,rMeanApMagErr,rFlags,iQfPerfect,iMeanPSFMag,iMeanPSFMagErr,iMeanKronMag,iMeanKronMagErr,iMeanApMag,iMeanApMagErr,iFlags,zQfPerfect,zMeanPSFMag,zMeanPSFMagErr,zMeanKronMag,zMeanKronMagErr,zMeanApMag,zMeanApMagErr,zFlags,yQfPerfect,yMeanPSFMag,yMeanPSFMagErr,yMeanKronMag,yMeanKronMagErr,yMeanApMag,yMeanApMagErr,yFlags,Ang Sep (')
b'PSO J103737.329-273538.819',b'74881594055307359',159.405491667,-27.5941222222,0.005,0.005,73,0.183862255126,750,12,595910656,71,b'10 37 37.330',b'-27 35 38.82',0.001,0.001,56079.0782407,20,16,12,8,16,21,,12.635,,,,,,98340,,12.512,,,,,,98340,,12.531,,,,,,98340,,12.597,,,,,,114724,0.999,14.254,0.048,11.998,0.012,13.349,0.046,16892216,0.004
b'PSO J103737.716-273530.909',b'74891594072560041',159.4071,-27.5919138889,0.017,0.017,2,0.168268537306,750,11,310456320,37,b'',b'',,,55545.6579167,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.951,17.851,0.027,,,16.618,0.094,16777496,,,,,,,,0,0.161
b'PSO J103736.742-273548.847',b'74881594030814186',159.403041667,-27.5969,0.011,0.011,4,0.681775601284,750,12,310456320,37,b'',b'',,,56013.3558333,0,1,2,0,0,1,0.921,19.359,0.02,18.317,0.018,18.563,0.02,16777496,0.876,18.315,0.057,13.93,0.006,17.748,0.106,16777496,,,,,,,,0,,,,,,,,0,0.739,16.568,0.024,15.512,0.02,15.541,0.024,16777744,0.208
b'PSO J103738.221-273529.619',b'74891594091720286',159.409258333,-27.5915611111,0.043,0.043,2,0.141695278829,750,11,277348352,33,b'',b'',,,55637.6940741,0,0,0,1,1,0,,,,,,,,0,,,,,,,,0,0.823,19.499,0.064,16.716,0.019,18.771,0.064,16781328,0.739,19.479,0.055,,,18.803,0.055,16781336,,,,,,,,0,0.256
b'PSO J103737.946-273524.511',b'74891594080452003',159.408041667,-27.5901527778,0.053,0.053,2,0.908492637713,750,11,310456320,37,b'',b'',,,55933.5919097,0,0,1,0,1,0,,,,,,,,0,0.793,19.378,0.038,18.354,0.023,18.6,0.038,16781336,,,,,,,,0,0.857,19.442,0.051,,,18.573,0.051,16777496,,,,,,,,0,0.277
b'PSO J103738.174-273526.385',b'74891594090601626',159.409008333,-27.5906583333,0.028,0.028,2,0.00306239072519,750,11,310456320,37,b'',b'',,,55606.5268866,0,0,2,0,0,0,,,,,,,,0,0.917,19.282,0.0,17.707,0.0,18.167,0.0,16777496,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.283
b'PSO J103738.174-273559.700',b'74881594090520379',159.4090125,-27.599925,0.037,0.022,71,0.681398206094,750,1,528801792,63,b'10 37 38.174',b'-27 35 59.70',0.001,0.001,56097.3397917,20,14,12,16,15,14,1.0,18.116,0.03,16.184,0.017,17.185,0.028,16892216,1.0,17.529,0.017,15.521,0.009,16.559,0.015,16892216,0.999,17.133,0.02,15.36,0.018,16.22,0.012,16892216,1.0,17.003,0.034,14.956,0.099,16.259,0.062,16892216,1.0,16.73,0.045,14.889,0.026,15.702,0.03,16892216,0.395
b'PSO J103738.251-273559.193',b'74881594094310505',159.409329167,-27.599775,0.014,0.014,2,0.0421718126556,750,11,310456320,37,b'',b'',,,56237.5282292,0,0,0,1,1,0,,,,,,,,0,,,,,,,,0,0.996,18.402,0.015,,,17.575,0.015,16777496,0.998,17.436,0.01,16.504,0.01,16.618,0.01,16777488,,,,,,,,0,0.396
b'PSO J103739.100-273537.531',b'74881594129437803',159.412916667,-27.5937583333,0.139,0.139,2,0.248945201979,750,11,268959744,32,b'',b'',,,55592.9851273,0,0,0,0,0,2,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.798,19.528,0.221,18.435,0.098,18.792,0.715,4120,0.399
b'PSO J103739.116-273544.276',b'74881594128855677',159.412929167,-27.5956305556,0.173,0.173,2,0.566361982903,750,11,302067712,36,b'',b'',,,56417.2391435,0,0,0,0,0,2,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.998,19.161,0.173,18.271,0.158,18.402,0.173,16777496,0.408
b'PSO J103735.635-273528.034',b'74891593985250803',159.398429167,-27.5911166667,0.115,0.115,2,0.417755575308,750,12,176238592,21,b'10 37 35.601',b'-27 35 28.56',0.001,0.001,55799.8078472,11,0,0,0,1,1,,,,,,,,32,,,,,,,,114720,,,,,,,,114720,0.998,20.016,0.158,18.764,0.134,19.157,0.158,16892208,0.997,19.788,0.165,18.229,0.104,18.865,0.165,16777528,0.415
b'PSO J103738.832-273523.612',b'74891594117582361',159.41175,-27.5898888889,0.115,0.115,2,0.991018834515,750,11,310456320,37,b'',b'',,,55937.2158912,0,0,0,0,1,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.997,20.019,0.153,18.781,0.127,19.193,0.153,16777488,0.999,18.913,0.173,17.699,0.15,17.851,0.173,16777496,0.422
b'PSO J103735.388-273541.302',b'74881593974086597',159.3974,-27.5948027778,0.109,0.109,2,0.390286542839,750,12,310456320,37,b'',b'',,,56104.1991898,0,0,0,0,1,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.998,20.14,0.167,18.732,0.123,19.232,0.167,16777488,0.999,19.126,0.143,17.729,0.097,18.141,0.143,16777496,0.429
b'PSO J103737.762-273513.580',b'74891594073365762',159.4073,-27.5871,0.013,0.009,71,0.0985066612237,750,11,528801792,63,b'10 37 37.763',b'-27 35 13.58',0.001,0.001,56034.2013542,20,16,12,8,18,17,1.0,18.685,0.01,18.31,0.03,18.448,0.021,16892216,1.0,17.678,0.008,17.384,0.071,17.508,0.012,16892216,1.0,17.238,0.005,16.89,0.039,17.153,0.021,16892216,1.0,17.03,0.005,16.779,0.032,16.887,0.011,16892216,1.0,16.877,0.011,16.764,0.027,16.799,0.02,16892216,0.435
b'PSO J103739.313-273539.991',b'74881594136117014',159.413741667,-27.59445,0.121,0.121,2,0.763934488188,750,11,310456320,37,b'',b'',,,55933.6068056,0,0,0,0,1,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.998,20.861,0.167,19.416,0.112,19.976,0.167,16777496,0.998,19.919,0.173,19.092,0.173,19.436,0.173,16777496,0.442
b'PSO J103739.406-273543.769',b'74881594141395560',159.414133333,-27.5955,0.121,0.121,2,0.205385664669,750,11,310456320,37,b'',b'',,,55933.6130671,0,0,0,0,1,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.997,20.897,0.172,19.436,0.115,20.247,0.172,16777496,0.998,19.898,0.17,19.012,0.171,19.303,0.17,16777496,0.47
b'PSO J103739.257-273550.322',b'74881594136163588',159.413520833,-27.5973111111,0.172,0.172,2,0.577343464435,750,11,302067712,36,b'',b'',,,56290.570625,0,1,1,0,0,0,0.743,21.805,0.219,,,21.618,0.219,4120,0.5,21.055,0.171,19.42,0.112,19.954,0.171,16777752,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.47
b'PSO J103739.408-273533.454',b'74881594140839074',159.41415,-27.592625,0.117,0.117,2,0.405311179725,750,11,310456320,37,b'',b'',,,55933.6026852,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.997,20.396,0.117,18.729,0.068,19.452,0.117,16777496,,,,,,,,0,0.472
b'PSO J103739.443-273535.781',b'74881594143728130',159.414295833,-27.5932694444,0.173,0.173,3,0.980638058838,750,11,310456320,37,b'',b'',,,56290.6165393,0,0,1,0,0,2,,,,,,,,0,0.73,20.826,0.135,19.733,0.079,19.999,0.135,16781336,,,,,,,,0,,,,,,,,0,0.997,19.749,0.172,17.988,0.099,18.665,0.172,16777496,0.474
b'PSO J103739.253-273526.511',b'74891594135301470',159.413495833,-27.5906888889,0.163,0.163,2,0.632640120231,750,11,302067712,36,b'',b'',,,55251.4550694,0,0,0,1,1,0,,,,,,,,0,,,,,,,,0,0.998,20.63,0.162,19.138,0.118,19.73,0.162,16777488,0.649,20.067,0.213,,,20.234,0.213,4112,,,,,,,,0,0.476
b'PSO J103739.330-273549.283',b'74881594138733868',159.413825,-27.5970166667,0.181,0.181,2,0.824070611805,750,11,302067712,36,b'',b'',,,55545.6635069,0,0,0,1,1,0,,,,,,,,0,,,,,,,,0,0.8,20.982,0.201,,,21.293,0.201,4112,0.923,20.521,0.18,19.553,0.14,19.753,0.18,16777496,,,,,,,,0,0.478
b'PSO J103739.417-273532.127',b'74881594141089628',159.414170833,-27.5922666667,0.11,0.11,2,0.8635226878,750,11,310456320,37,b'',b'',,,55933.6070255,0,0,0,0,1,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.998,20.777,0.153,19.273,0.099,19.894,0.153,16777496,0.997,19.804,0.156,18.351,0.101,19.097,0.156,16777496,0.478
b'PSO J103739.445-273534.102',b'74881594143698904',159.414329167,-27.5928,0.058,0.087,21,0.804578779083,750,11,444915712,53,b'10 37 39.446',b'-27 35 34.10',0.001,0.001,56011.460787,18,4,7,5,4,1,1.0,20.975,0.084,19.371,0.121,19.831,0.061,16892216,1.0,20.377,0.064,18.525,0.09,19.221,0.074,16892216,0.999,20.048,0.0,17.464,0.0,18.67,0.0,16892216,1.0,20.04,0.086,18.208,0.088,18.892,0.183,16892216,0.999,19.336,0.164,18.09,0.133,18.334,0.164,16892208,0.48
b'PSO J103739.503-273534.961',b'74881594148258601',159.414545833,-27.5930444444,0.085,0.085,4,0.651396145719,750,11,302067712,36,b'',b'',,,56728.4711343,0,0,0,3,0,1,,,,,,,,0,,,,,,,,0,0.999,20.273,0.084,18.464,0.047,18.999,0.084,16777496,,,,,,,,0,0.52,19.849,0.298,19.678,0.309,19.987,0.298,4120,0.489
b'PSO J103735.306-273554.419',b'74881593970512060',159.397066667,-27.5984333333,0.09,0.09,3,0.00268398784351,750,12,310452224,37,b'',b'',,,56195.4002546,0,0,0,1,0,2,,,,,,,,0,,,,,,,,0,0.998,20.88,0.169,19.485,0.129,19.836,0.169,16777488,,,,,,,,0,0.998,19.528,0.007,18.527,0.211,18.772,0.186,16777496,0.514
b'PSO J103739.521-273548.720',b'74881594145784158',159.414620833,-27.5968666667,0.105,0.105,2,0.867298180114,750,11,310456320,37,b'',b'',,,56563.1050231,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.999,21.163,0.163,19.537,0.101,20.176,0.163,16777496,,,,,,,,0,0.999,19.515,0.137,18.014,0.093,18.442,0.137,16777496,0.515
b'PSO J103739.640-273538.157',b'74881594151627666',159.415170833,-27.5939333333,0.17,0.17,2,0.565908059074,750,11,268959744,32,b'',b'',,,55639.2889005,0,1,0,0,0,1,0.767,22.135,0.237,20.789,0.129,21.275,0.237,16781328,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.655,19.566,0.241,18.834,0.177,18.979,0.241,4120,0.518
b'PSO J103739.441-273552.271',b'74881594144672601',159.414283333,-27.59785,0.158,0.158,2,0.893095691589,750,11,310456320,37,b'',b'',,,56752.3602662,0,1,0,1,0,0,0.601,21.989,0.201,21.044,0.12,21.368,0.201,16781336,,,,,,,,0,1.0,21.106,0.157,19.789,0.113,20.081,0.157,16777496,,,,,,,,0,,,,,,,,0,0.52
b'PSO J103735.821-273514.815',b'74891593992935399',159.399204167,-27.5874444444,0.118,0.118,2,0.675518768537,750,12,310456320,37,b'',b'',,,55670.1589468,0,1,0,0,1,0,0.999,21.411,0.159,20.238,0.14,20.501,0.159,16777496,,,,,,,,0,,,,,,,,0,0.998,20.844,0.175,19.109,0.1,19.925,0.175,16777496,,,,,,,,0,0.521
b'PSO J103735.013-273531.678',b'74881593958789764',159.3958375,-27.5921305556,0.116,0.116,2,0.583147236689,750,12,310456320,37,b'',b'',,,56151.7105556,0,1,0,0,1,0,1.0,21.793,0.161,19.911,0.084,20.518,0.161,16777496,,,,,,,,0,,,,,,,,0,0.998,20.789,0.165,19.117,0.098,20.047,0.165,16777496,,,,,,,,0,0.525
b'PSO J103735.270-273522.753',b'74891593969372563',159.396908333,-27.5896472222,0.11,0.11,2,0.948989507695,750,12,310456320,37,b'',b'',,,55386.3100579,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.998,20.563,0.125,18.673,0.295,19.463,0.133,16777496,,,,,,,,0,0.528
b'PSO J103735.118-273526.577',b'74891593962281389',159.396275,-27.5907138889,0.095,0.095,2,0.369904287504,750,12,310456320,37,b'',b'',,,56764.5355787,0,1,0,0,1,0,0.999,21.731,0.151,19.767,0.075,20.443,0.151,16777496,,,,,,,,0,,,,,,,,0,0.999,19.904,0.12,18.759,0.106,19.073,0.12,16777496,,,,,,,,0,0.529
b'PSO J103735.906-273513.198',b'74891593998095870',159.399558333,-27.5869972222,0.147,0.147,2,0.877857014423,750,12,302067712,36,b'',b'',,,56428.2463773,0,0,0,0,1,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.578,20.808,0.295,19.508,0.144,20.691,0.295,4120,0.999,19.6,0.146,18.117,0.098,18.554,0.146,16777496,0.531
b'PSO J103739.561-273550.932',b'74881594148723230',159.4147875,-27.5974777778,0.116,0.116,2,0.988709527989,750,11,310456320,37,b'',b'',,,55443.5228357,0,0,0,0,1,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.998,20.739,0.159,19.042,0.093,19.685,0.159,16777496,0.886,19.278,0.169,18.637,0.165,18.749,0.169,16777496,0.536
b'PSO J103734.896-273535.798',b'74881593953898441',159.395341667,-27.593275,0.063,0.063,4,0.0263625644393,750,12,310534144,37,b'',b'',,,55824.6946065,0,1,0,0,1,2,0.999,20.631,0.084,18.937,0.047,19.532,0.084,16777496,,,,,,,,0,,,,,,,,0,1.0,20.32,0.149,18.891,0.105,19.272,0.149,16777496,0.998,19.808,0.032,18.525,0.274,18.979,0.201,16777496,0.539
b'PSO J103738.942-273514.376',b'74891594121485563',159.412208333,-27.587325,0.116,0.116,2,0.828727907342,750,11,302067712,36,b'',b'',,,55734.9350347,0,0,1,0,0,1,,,,,,,,0,0.997,20.941,0.147,19.167,0.08,19.818,0.147,16777496,,,,,,,,0,,,,,,,,0,0.937,20.023,0.184,19.893,0.301,19.808,0.184,280,0.545
b'PSO J103737.275-273506.369',b'74891594052538275',159.405195833,-27.5849611111,0.081,0.081,4,0.663635905519,750,12,176316416,21,b'10 37 37.276',b'-27 35 06.37',0.001,0.001,56159.3719213,10,0,2,1,1,0,,,,,,,,114720,0.999,20.855,0.011,,,19.863,0.104,16777528,0.998,20.951,0.18,20.855,0.279,20.735,0.18,114992,0.998,20.726,0.145,19.752,0.15,19.919,0.145,16892216,,,,,,,,16416,0.552
b'PSO J103735.637-273514.460',b'74891593983965492',159.398433333,-27.5873472222,0.1,0.1,2,0.929337089815,750,12,310456320,37,b'',b'',,,56134.6409607,0,0,0,1,1,0,,,,,,,,0,,,,,,,,0,0.998,21.412,0.133,19.661,0.078,20.381,0.133,16777496,0.999,20.724,0.149,19.081,0.09,19.631,0.149,16778264,,,,,,,,0,0.553
b'PSO J103739.588-273553.581',b'74881594148822572',159.4149,-27.5982138889,0.142,0.142,2,0.842940036061,750,11,302067712,36,b'',b'',,,56728.4626736,0,0,0,1,1,0,,,,,,,,0,,,,,,,,0,0.999,20.765,0.142,19.345,0.101,19.756,0.142,16777496,0.608,20.67,0.274,20.028,0.162,20.013,0.274,4120,,,,,,,,0,0.559
b'PSO J103735.126-273521.158',b'74891593964423262',159.396308333,-27.5892083333,0.111,0.111,2,0.314700719262,750,12,310456320,37,b'',b'',,,56567.6091667,0,0,1,0,0,1,,,,,,,,0,1.0,20.904,0.164,19.13,0.096,19.634,0.164,16777496,,,,,,,,0,,,,,,,,0,0.998,19.623,0.149,18.594,0.14,18.783,0.149,16777496,0.569
b'PSO J103735.385-273516.420',b'74891593972864879',159.3973875,-27.5878916667,0.177,0.177,2,0.869526351681,750,12,302067712,36,b'',b'',,,55933.6026852,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.998,20.856,0.176,20.062,0.187,20.347,0.176,16777496,,,,,,,,0,0.569
b'PSO J103739.837-273545.821',b'74881594160294992',159.4159375,-27.5960611111,0.099,0.099,2,0.0124297775444,750,11,310456320,37,b'',b'',,,55437.1676042,0,1,0,0,0,1,0.981,21.497,0.127,20.113,0.078,20.357,0.127,16777496,,,,,,,,0,,,,,,,,0,,,,,,,,0,1.0,19.193,0.155,18.194,0.146,18.541,0.155,16777496,0.57
b'PSO J103734.754-273534.597',b'74881593947698841',159.3947625,-27.5929416667,0.112,0.112,2,0.135119273453,750,12,310456320,37,b'',b'',,,56284.6536227,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.999,20.547,0.374,19.033,0.266,19.566,0.276,16777488,,,,,,,,0,0.572
b'PSO J103739.492-273557.514',b'74881594145151209',159.4145,-27.5993083333,0.117,0.117,2,0.905009839595,750,11,444674048,53,b'10 37 39.431',b'-27 35 57.48',0.001,0.001,56410.5678356,2,1,0,1,0,0,0.993,21.531,0.173,19.945,0.11,20.372,0.173,16793912,,,,,,,,16416,0.999,20.903,0.157,19.047,0.082,19.62,0.157,16793912,,,,,,,,16416,,,,,,,,114720,0.573
b'PSO J103734.717-273539.748',b'74881593945727059',159.394604167,-27.5943722222,0.117,0.117,2,0.311389171808,750,12,310456320,37,b'',b'',,,56156.249537,0,1,0,0,0,1,0.999,21.481,0.163,19.611,0.084,20.282,0.163,16777496,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.407,19.711,0.167,18.168,0.11,18.72,0.167,16777752,0.576
b'PSO J103739.813-273549.154',b'74881594158633907',159.4158375,-27.5969666667,0.09,0.09,3,0.377634168954,750,11,310452224,37,b'',b'',,,56026.6057407,0,0,1,2,0,0,,,,,,,,0,0.999,21.377,0.151,19.602,0.081,20.288,0.151,16777496,0.999,21.544,0.367,19.713,0.121,20.256,0.105,16777496,,,,,,,,0,,,,,,,,0,0.578
b'PSO J103734.960-273524.071',b'74891593957252399',159.3956125,-27.5900138889,0.107,0.107,2,0.178347489031,750,12,310456320,37,b'',b'',,,55408.4018171,0,1,0,0,0,1,0.999,21.727,0.146,20.295,0.102,20.794,0.146,16777496,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.999,19.555,0.157,18.188,0.108,18.524,0.157,16777496,0.578
b'PSO J103739.548-273520.692',b'74891594147773521',159.414733333,-27.5890777778,0.124,0.124,3,0.281407893897,750,11,310456320,37,b'',b'',,,55662.3768403,0,0,1,1,0,1,,,,,,,,0,0.999,21.235,0.197,19.878,0.152,20.338,0.197,16777496,0.226,20.766,0.159,19.384,0.122,19.874,0.159,16777744,,,,,,,,0,0.793,19.905,0.23,,,19.784,0.23,4120,0.581
b'PSO J103739.944-273537.926',b'74881594164287622',159.416379167,-27.5938666667,0.111,0.111,2,0.249348648125,750,11,310456320,37,b'',b'',,,56120.9651389,0,1,0,0,1,0,0.902,21.405,0.157,20.802,0.178,20.693,0.157,16777496,,,,,,,,0,,,,,,,,0,0.999,20.809,0.156,19.441,0.111,19.789,0.156,16777496,,,,,,,,0,0.582
b'PSO J103739.714-273555.334',b'74881594153971880',159.415425,-27.5987027778,0.106,0.106,2,0.216972708904,750,11,310456320,37,b'',b'',,,56752.3588889,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,1.0,21.11,0.072,19.127,0.044,19.891,0.239,16777496,,,,,,,,0,,,,,,,,0,0.597
b'PSO J103734.680-273530.946',b'74881593945209922',159.39445,-27.591925,0.108,0.108,2,0.460805614908,750,12,310456320,37,b'',b'',,,55731.5844792,0,1,0,0,1,0,0.998,21.533,0.173,20.352,0.133,20.442,0.173,16777496,,,,,,,,0,,,,,,,,0,0.999,20.276,0.137,18.567,0.083,19.346,0.137,16777496,,,,,,,,0,0.599
b'PSO J103739.877-273550.757',b'74881594159923469',159.416083333,-27.5974472222,0.083,0.083,3,0.211200014885,750,11,310452224,37,b'',b'',,,56122.2022569,0,1,0,2,0,0,0.999,21.583,0.126,19.771,0.067,20.341,0.126,16777496,,,,,,,,0,0.999,21.146,0.047,,,20.093,0.1,16777496,,,,,,,,0,,,,,,,,0,0.6
b'PSO J103736.212-273505.983',b'74891594008018444',159.400833333,-27.5849944444,0.184,0.184,2,0.678777971006,750,12,302067712,36,b'',b'',,,56735.3701157,0,0,1,0,0,1,,,,,,,,0,0.999,21.017,0.183,20.015,0.162,20.19,0.183,16777496,,,,,,,,0,,,,,,,,0,0.425,19.694,0.206,,,20.116,0.206,4120,0.601
b'PSO J103739.380-273514.973',b'74891594140025263',159.414020833,-27.5874944444,0.096,0.096,3,0.926135888254,750,11,310452224,37,b'',b'',,,55795.9205903,0,1,0,0,1,1,1.0,21.354,0.173,20.957,0.269,20.836,0.173,16777496,,,,,,,,0,,,,,,,,0,0.999,20.912,0.172,20.089,0.186,20.433,0.172,16777496,0.998,19.537,0.153,18.91,0.169,18.787,0.153,16777496,0.607
b'PSO J103734.700-273528.125',b'74891593945990922',159.394533333,-27.5911416667,0.123,0.123,2,0.148563628223,750,12,310456320,37,b'',b'',,,55912.8504745,0,0,1,0,1,0,,,,,,,,0,0.999,21.182,0.166,19.118,0.075,19.845,0.166,16777496,,,,,,,,0,0.998,21.147,0.183,19.724,0.133,20.142,0.183,16777488,,,,,,,,0,0.607
b'PSO J103739.214-273605.503',b'74871594133728487',159.4133375,-27.6015277778,0.081,0.081,2,0.943683871947,750,1,176238592,21,b'10 37 39.188',b'-27 36 05.85',0.001,0.001,56417.2447569,2,0,0,0,0,2,,,,,,,,32,,,,,,,,32,,,,,,,,32,,,,,,,,32,0.999,18.747,0.045,18.473,0.02,18.381,0.046,16811064,0.61
b'PSO J103734.773-273524.897',b'74891593948932045',159.3948375,-27.5902444444,0.087,0.087,2,0.682900494601,750,12,310456320,37,b'',b'',,,56088.6906366,0,2,0,0,0,0,1.0,21.1,0.354,19.467,0.263,19.88,0.305,16777496,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.61
b'PSO J103739.858-273553.628',b'74881594160722262',159.416025,-27.5982277778,0.111,0.111,2,0.576832185105,750,11,176238592,21,b'10 37 39.864',b'-27 35 53.28',0.001,0.001,56226.5530324,2,0,0,2,0,0,,,,,,,,32,,,,,,,,32,0.999,21.053,0.107,19.21,0.301,19.933,0.09,16793912,,,,,,,,16416,,,,,,,,114720,0.614
b'PSO J103739.905-273552.206',b'74881594163682933',159.416220833,-27.5978333333,0.118,0.118,2,0.144281097822,750,11,310456320,37,b'',b'',,,56182.5361574,0,1,0,0,1,0,0.979,21.636,0.188,21.237,0.217,21.103,0.188,16777496,,,,,,,,0,,,,,,,,0,0.992,20.775,0.152,19.653,0.135,19.856,0.152,16777496,,,,,,,,0,0.615
b'PSO J103739.424-273515.065',b'74891594143445095',159.414220833,-27.5874777778,0.069,0.097,11,0.546162231403,750,11,444915712,53,b'10 37 39.424',b'-27 35 15.07',0.001,0.001,56140.6065856,18,1,3,2,5,0,0.999,21.816,0.152,20.801,0.139,21.092,0.152,16892216,1.0,21.259,0.109,19.845,0.224,20.42,0.194,16892216,0.998,21.246,0.099,20.139,0.181,20.43,0.093,16892216,0.999,20.75,0.035,19.752,0.095,19.861,0.087,16892216,,,,,,,,114720,0.615
b'PSO J103739.691-273519.298',b'74891594152504135',159.415325,-27.5886944444,0.142,0.142,2,0.253240064022,750,11,310456320,37,b'',b'',,,55955.4945255,0,1,0,0,0,1,0.999,21.107,0.141,19.956,0.117,20.127,0.141,16777496,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.634,19.65,0.17,19.152,0.14,19.211,0.17,16781336,0.62
b'PSO J103739.772-273520.597',b'74891594156943442',159.415658333,-27.5890472222,0.159,0.159,4,0.949072901112,750,11,310456320,37,b'',b'',,,55251.4550694,0,0,1,1,2,0,,,,,,,,0,0.757,21.249,0.219,,,20.368,0.219,16781336,0.295,20.606,0.158,20.065,0.224,20.124,0.158,16777744,0.689,20.026,0.139,,,,,4120,,,,,,,,0,0.624
b'PSO J103734.743-273523.742',b'74891593948752501',159.394708333,-27.589925,0.113,0.113,2,0.623521590255,750,12,310456320,37,b'',b'',,,55821.410081,0,1,1,0,0,0,0.999,21.879,0.153,19.991,0.077,20.723,0.153,16777496,0.999,21.183,0.166,19.085,0.076,19.981,0.166,16777496,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.624
b'PSO J103739.454-273514.548',b'74891594144655508',159.414391667,-27.587375,0.145,0.145,2,0.0744187730126,750,11,268959744,32,b'',b'',,,55422.7062731,0,2,0,0,0,0,0.797,21.714,0.137,,,21.315,0.281,4120,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.626
b'PSO J103734.579-273529.006',b'74891593940910553',159.394029167,-27.5913861111,0.123,0.123,2,0.984507656642,750,12,310456320,37,b'',b'',,,55740.6748611,0,0,0,0,1,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.999,20.499,0.174,18.78,0.102,19.253,0.174,16777496,0.998,19.958,0.173,19.103,0.199,19.263,0.173,16777496,0.629
b'PSO J103734.890-273519.364',b'74891593954083666',159.395316667,-27.5886972222,0.084,0.084,4,0.14755231994,750,12,310534144,37,b'',b'',,,56036.6636574,0,0,1,1,1,1,,,,,,,,0,0.998,21.156,0.184,19.498,0.115,19.911,0.184,16777496,0.998,21.582,0.154,19.619,0.078,20.296,0.154,16777496,0.999,20.824,0.163,18.732,0.072,19.464,0.163,16777496,0.999,19.665,0.173,18.101,0.114,18.442,0.173,16777496,0.63
b'PSO J103734.628-273526.437',b'74891593941711556',159.394233333,-27.590675,0.113,0.113,2,0.0763099799643,750,12,310456320,37,b'',b'',,,55751.169375,0,1,0,0,1,0,0.999,21.73,0.152,20.224,0.102,20.713,0.152,16777488,,,,,,,,0,,,,,,,,0,0.998,20.805,0.168,19.299,0.111,20.333,0.168,16777496,,,,,,,,0,0.631
b'PSO J103736.233-273503.509',b'74891594010169101',159.400925,-27.5843083333,0.168,0.168,2,0.211660575319,750,12,302067712,36,b'',b'',,,56641.6162616,0,0,0,0,1,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.999,21.072,0.168,19.013,0.081,19.679,0.168,16777496,0.471,20.244,0.294,,,20.658,0.294,4120,0.638
b'PSO J103734.554-273528.149',b'74891593939471004',159.393925,-27.59115,0.118,0.118,2,0.514793924535,750,12,310456320,37,b'',b'',,,56432.2621991,0,1,0,1,0,0,0.999,21.584,0.181,20.277,0.129,20.606,0.181,16777496,,,,,,,,0,0.999,21.0,0.155,19.173,0.084,19.815,0.155,16777496,,,,,,,,0,,,,,,,,0,0.638
b'PSO J103734.429-273540.251',b'74881593935776884',159.393420833,-27.5945083333,0.095,0.095,3,0.918704570195,750,12,310452224,37,b'',b'',,,56328.3668056,0,0,1,0,2,0,,,,,,,,0,0.789,20.83,0.153,19.202,0.102,19.701,0.153,16777752,,,,,,,,0,0.998,20.692,0.234,19.865,0.091,20.007,0.098,16777496,,,,,,,,0,0.639
