objName,objID,raMean,decMean,raMeanErr,decMeanErr,nDetections,randomID,projectionID,skyCellID,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,epochMean,nStackDetections,ng,nr,ni,nz,ny,gQfPerfect,gMeanPSFMag,gMeanPSFMagErr,gMeanKronMag,gMeanKronMagErr,gMeanApMag,gMeanApMagErr,gFlags,rQfPerfect,rMeanPSFMag,rMeanPSFMagErr,rMeanKronMag,rMeanKronMagErr,rMeanApMag,rMeanApMagErr,rFlags,iQfPerfect,iMeanPSFMag,iMeanPSFMagErr,iMeanKronMag,iMeanKronMagErr,iMeanApMag,iMeanApMagErr,iFlags,zQfPerfect,zMeanPSFMag,zMeanPSFMagErr,zMeanKronMag,zMeanKronMagErr,zMeanApMag,zMeanApMagErr,zFlags,yQfPerfect,yMeanPSFMag,yMeanPSFMagErr,yMeanKronMag,yMeanKronMagErr,yMeanApMag,yMeanApMagErr,yFlags,Ang Sep (')
b'PSO J023637.178+144828.184',b'125760391546539884',39.1549333333,14.8077972222,0.065,0.065,2,0.581563820673,1600,79,302067712,36,b'',b'',,,56932.4208565,0,0,1,1,0,0,,,,,,,,0,0.639,21.614,0.208,,,21.906,0.208,4120,0.998,20.698,0.063,17.972,0.022,19.494,0.063,16777496,,,,,,,,0,,,,,,,,0,10.916
b'PSO J023718.502+150620.729',b'126120393270487522',39.3270958333,15.1057583333,0.055,0.055,2,0.80180517845,1600,78,268959744,32,b'',b'',,,55508.2983218,0,2,0,0,0,0,0.368,19.859,0.033,,,19.568,0.13,4120,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,10.916
b'PSO J023611.934+150655.565',b'126130390497068970',39.0497708333,15.1154111111,0.104,0.104,3,0.00748085603815,1600,79,436281344,52,b'02 36 11.938',b'+15 06 55.69',0.001,0.001,56234.4884722,4,0,0,2,1,0,,,,,,,,16416,,,,,,,,114720,0.999,21.812,0.038,21.944,0.009,21.563,0.118,115000,0.999,21.572,0.194,,,22.593,0.194,115000,,,,,,,,114720,10.918
b'PSO J023708.536+145003.991',b'125800392856411958',39.2855875,14.8344194444,0.038,0.029,32,0.571273358139,1600,78,444915712,53,b'02 37 08.536',b'+14 50 03.99',0.001,0.001,56205.0042014,5,1,7,14,9,1,0.991,21.571,0.192,21.769,0.321,21.702,0.192,115000,0.999,21.559,0.123,20.844,0.074,20.912,0.038,16892216,0.999,20.991,0.041,20.263,0.065,20.307,0.067,16892216,0.999,20.653,0.045,19.985,0.042,20.034,0.045,16892216,0.997,20.263,0.142,20.043,0.223,19.886,0.142,16892216,10.919
b'PSO J023619.637+150826.271',b'126160390818389283',39.0818666667,15.1406111111,0.066,0.048,19,0.727818915367,1600,79,444915712,53,b'02 36 19.637',b'+15 08 26.27',0.001,0.001,56236.1578588,3,0,2,16,1,0,,,,,,,,114720,0.662,21.191,0.095,19.778,0.071,20.162,0.095,16794168,0.999,21.19,0.066,20.862,0.101,20.786,0.072,115000,0.999,21.32,0.156,20.869,0.21,20.869,0.156,16892216,,,,,,,,16416,10.92
b'PSO J023727.963+145634.633',b'125930393665212227',39.3665333333,14.9429111111,0.011,0.011,3,0.941568775048,1600,78,310456320,37,b'',b'',,,56972.4611458,0,0,0,3,0,0,,,,,,,,0,,,,,,,,0,0.331,17.652,0.072,15.773,0.074,16.551,0.034,16777752,,,,,,,,0,,,,,,,,0,10.922
b'PSO J023619.022+145010.111',b'125800390793033818',39.0793166667,14.8361305556,0.1,0.084,11,0.386559547285,1600,79,436527104,52,b'02 36 19.023',b'+14 50 10.11',0.001,0.001,56048.7559722,4,0,2,5,4,0,,,,,,,,114720,0.999,21.773,0.301,21.581,0.188,21.343,0.255,16892216,0.999,21.469,0.12,21.268,0.155,21.305,0.159,115000,0.998,21.225,0.065,21.449,0.226,21.864,0.0,115000,,,,,,,,16416,10.923
b'PSO J023711.497+145033.659',b'125810392977951558',39.2979291667,14.8426444444,0.038,0.038,3,0.260427125972,1600,78,310456320,37,b'',b'',,,55887.2781597,0,1,1,1,0,0,0.227,20.823,0.052,20.463,0.07,20.393,0.052,16777752,0.248,21.172,0.068,19.978,0.06,20.225,0.068,16777752,0.308,20.63,0.084,18.99,0.05,19.578,0.084,16777752,,,,,,,,0,,,,,,,,0,10.924
b'PSO J023612.808+145122.344',b'125820390533187990',39.0533666667,14.8562055556,0.165,0.165,2,0.176836341784,1600,79,268959744,32,b'',b'',,,56233.3332986,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.815,21.59,0.149,,,22.014,0.237,4120,,,,,,,,0,,,,,,,,0,10.925
b'PSO J023625.546+150913.456',b'126180391064314984',39.1065375,15.1537138889,0.099,0.099,3,0.917292876092,1600,79,436281344,52,b'02 36 25.540',b'+15 09 13.39',0.001,0.001,56348.5232986,3,0,0,3,0,0,,,,,,,,16416,,,,,,,,114720,0.999,21.581,0.37,,,20.884,0.114,115000,,,,,,,,114720,,,,,,,,16416,10.93
b'PSO J023602.326+145502.445',b'125900390096921281',39.0096916667,14.9173472222,0.139,0.139,2,0.193376368092,1600,79,268959744,32,b'',b'',,,56233.3335185,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.839,21.367,0.249,,,22.713,0.11,4120,,,,,,,,0,,,,,,,,0,10.941
b'PSO J023558.821+145908.256',b'125980389951033216',38.9950916667,14.9856277778,0.078,0.078,2,0.303653950154,1600,79,268959744,32,b'',b'',,,55477.5949537,0,0,2,0,0,0,,,,,,,,0,0.829,21.107,0.072,20.949,0.157,20.778,0.178,4120,,,,,,,,0,,,,,,,,0,,,,,,,,0,10.942
b'PSO J023647.781+151009.995',b'126200391990703835',39.1991333333,15.1693416667,0.224,0.224,2,0.231258760422,1600,79,310456320,37,b'',b'',,,56233.3391782,0,1,0,1,0,0,0.773,18.294,0.027,18.007,0.022,17.902,0.027,16781336,,,,,,,,0,0.95,21.568,0.223,20.4,0.284,20.951,0.223,16777496,,,,,,,,0,,,,,,,,0,10.942
b'PSO J023601.640+150304.049',b'126060390068291870',39.0068625,15.0510777778,0.003,0.001,63,0.843081651109,1600,79,503635968,60,b'02 36 01.641',b'+15 03 04.05',0.001,0.001,56084.1708681,5,12,7,20,11,13,1.0,17.632,0.006,17.689,0.004,17.626,0.003,115000,0.999,16.393,0.002,16.464,0.004,16.395,0.002,115000,0.999,15.799,0.002,15.853,0.003,15.799,0.002,115000,0.999,15.516,0.002,15.571,0.004,15.514,0.001,115000,0.999,15.337,0.003,15.359,0.005,15.335,0.003,115000,10.943
b'PSO J023559.885+145652.336',b'125930389995217953',38.9995375,14.9478333333,0.004,0.004,62,0.980408192594,1600,79,436527104,52,b'02 35 59.885',b'+14 56 52.34',0.001,0.001,56165.3823495,5,4,6,22,15,15,1.0,21.695,0.028,,,21.669,0.467,115000,0.999,20.519,0.019,20.605,0.037,20.589,0.06,115000,1.0,19.162,0.009,19.254,0.009,19.148,0.01,115000,0.999,18.476,0.007,18.591,0.011,18.502,0.009,115000,0.999,18.129,0.013,18.208,0.023,18.108,0.018,115000,10.947
b'PSO J023708.794+150826.472',b'126160392866449308',39.2866833333,15.1406583333,0.039,0.039,2,0.00849276129947,1600,78,268513280,32,b'',b'',,,56233.3309606,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.293,20.135,0.048,,,20.255,0.0,24,,,,,,,,0,,,,,,,,0,10.948
b'PSO J023655.217+150952.289',b'126190392301017888',39.2301458333,15.1645166667,0.024,0.024,29,0.372281657879,1600,79,444915712,53,b'02 36 55.218',b'+15 09 52.29',0.001,0.001,56048.8525463,5,1,6,17,4,1,0.998,22.448,0.192,22.397,0.29,22.011,0.192,115000,0.999,21.597,0.055,21.365,0.057,21.281,0.08,115000,1.0,21.191,0.031,20.814,0.051,20.814,0.058,16892216,0.999,20.831,0.099,20.361,0.269,20.738,0.262,115000,0.998,19.863,0.164,19.859,0.23,20.267,0.164,115000,10.95
b'PSO J023630.396+150941.846',b'126190391266494472',39.1266833333,15.1616,0.004,0.006,68,0.779155692811,1600,79,503635968,60,b'02 36 30.397',b'+15 09 41.85',0.001,0.001,56105.1542014,5,11,9,20,14,14,0.999,19.649,0.023,19.735,0.024,19.649,0.018,115000,0.999,18.285,0.006,18.388,0.019,18.296,0.008,115000,1.0,17.445,0.002,17.52,0.004,17.445,0.003,115000,0.999,17.039,0.003,17.115,0.003,17.042,0.004,115000,0.999,16.819,0.004,16.885,0.011,16.815,0.007,115000,10.955
b'PSO J023727.339+145556.142',b'125910393639869285',39.363975,14.9322194444,0.073,0.073,5,0.951029119036,1600,78,436363264,52,b'02 37 27.339',b'+14 55 56.14',0.001,0.001,55958.5608218,5,0,1,2,2,0,,,,,,,,114720,0.998,21.676,0.167,,,22.209,0.167,115000,0.998,21.606,0.013,21.954,0.04,22.05,0.198,115000,0.999,21.334,0.127,21.942,0.006,21.912,0.108,115000,,,,,,,,114720,10.955
b'PSO J023639.576+144821.255',b'125760391649037593',39.1649208333,14.805875,0.023,0.023,2,0.357183365484,1600,79,302067712,36,b'',b'',,,55928.1946875,0,0,1,0,0,1,,,,,,,,0,0.0,21.691,0.177,,,22.0,0.177,536,,,,,,,,0,,,,,,,,0,0.997,17.301,0.018,17.365,0.031,17.212,0.018,24,10.957
b'PSO J023600.008+150149.819',b'126030389999557291',39.000075,15.0304833333,0.235,0.235,2,0.567650979913,1600,79,302067712,36,b'',b'',,,55897.2647222,0,0,0,1,1,0,,,,,,,,0,,,,,,,,0,0.062,21.998,0.235,22.144,0.333,22.28,0.235,536,0.711,20.818,0.19,,,20.524,0.19,4120,,,,,,,,0,10.958
b'PSO J023720.622+145244.270',b'125850393360395329',39.3359291667,14.8789638889,0.215,0.215,2,0.856561574951,1600,78,268959744,32,b'',b'',,,56663.3665393,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.543,21.418,0.109,,,21.629,0.03,4120,,,,,,,,0,,,,,,,,0,10.962
b'PSO J023720.790+145247.320',b'125850393365426299',39.33665,14.8797666667,0.076,0.076,5,0.788661042963,1600,78,444751872,53,b'02 37 20.798',b'+14 52 47.40',0.001,0.001,56387.3874884,3,0,0,5,0,0,,,,,,,,16416,,,,,,,,114720,0.999,21.858,0.092,21.486,0.187,21.505,0.208,16892216,,,,,,,,114720,,,,,,,,16416,10.967
b'PSO J023711.189+150803.950',b'126160392966011708',39.296625,15.1344305556,0.111,0.111,2,0.97330579066,1600,78,277348352,33,b'',b'',,,56025.5548611,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.523,20.809,0.139,20.518,0.097,20.176,0.139,16781336,,,,,,,,0,0.697,20.307,0.181,,,,,4120,10.969
b'PSO J023630.039+144849.575',b'125770391251827062',39.1251916667,14.8137333333,0.033,0.022,35,0.836354742606,1600,79,444915840,53,b'02 36 30.041',b'+14 48 49.56',0.001,0.001,55885.7335995,4,0,6,10,15,4,,,,,,,,16416,0.999,21.689,0.073,21.468,0.071,21.444,0.092,115000,0.999,21.083,0.082,20.688,0.053,20.649,0.03,16892216,1.0,20.558,0.065,20.222,0.107,20.203,0.087,16892216,0.999,19.996,0.1,19.817,0.245,19.987,0.202,115000,10.971
b'PSO J023711.658+150759.088',b'126160392986630152',39.2985791667,15.1330805556,0.228,0.228,2,0.858341853002,1600,78,268959744,32,b'',b'',,,55508.2968403,0,2,0,0,0,0,0.607,21.929,0.234,,,21.936,0.463,4120,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,10.973
b'PSO J023559.823+150141.729',b'126030389993414478',38.9992666667,15.0282583333,0.147,0.147,2,0.115969052646,1600,79,268959744,32,b'',b'',,,55585.2698032,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.759,20.859,0.082,,,20.844,0.0,4120,,,,,,,,0,10.973
b'PSO J023600.893+150238.731',b'126050390037893440',39.0037583333,15.0440638889,0.012,0.012,2,0.547035814772,1600,79,268513280,32,b'',b'',,,55480.6044676,0,1,0,1,0,0,0.998,18.206,0.008,18.16,0.012,17.997,0.008,16777240,,,,,,,,0,0.999,18.305,0.007,18.748,0.016,18.529,0.007,16,,,,,,,,0,,,,,,,,0,10.974
b'PSO J023625.858+144912.198',b'125780391077814600',39.1077666667,14.8200222222,0.019,0.019,30,0.49457833217,1600,79,436527104,52,b'02 36 25.862',b'+14 49 12.18',0.001,0.001,56016.2694444,4,0,7,12,7,4,,,,,,,,16416,0.999,21.574,0.041,21.285,0.083,21.188,0.072,115000,0.999,20.734,0.044,20.677,0.078,20.558,0.058,115000,0.999,20.366,0.031,20.187,0.063,20.045,0.078,115000,0.999,20.073,0.116,19.788,0.117,19.794,0.109,115000,10.978
b'PSO J023558.875+145809.465',b'125960389953093763',38.9953166667,14.9692972222,0.115,0.115,2,0.504283519931,1600,79,277348352,33,b'',b'',,,55508.2976042,0,2,0,0,0,0,0.538,20.482,0.175,20.413,0.114,19.766,0.12,16781336,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,10.984
b'PSO J023727.718+150223.834',b'126040393655088529',39.3654958333,15.0399527778,0.187,0.187,2,0.213829205571,1600,78,268959744,32,b'',b'',,,56972.4657292,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.649,21.288,0.014,,,21.039,0.003,4120,,,,,,,,0,,,,,,,,0,10.985
b'PSO J023601.633+145520.197',b'125900390068287287',39.0068291667,14.9222583333,0.128,0.128,2,0.36258936614,1600,79,436285440,52,b'02 36 01.626',b'+14 55 20.19',0.001,0.001,56485.2967477,2,0,0,2,0,0,,,,,,,,16416,,,,,,,,16416,0.999,21.806,0.102,,,21.4,0.187,115000,,,,,,,,114720,,,,,,,,16416,10.985
b'PSO J023631.065+150946.746',b'126190391294716101',39.1294375,15.1629861111,0.059,0.059,3,0.134236160791,1600,79,268959744,32,b'',b'',,,55495.9574537,0,0,2,0,1,0,,,,,,,,0,0.742,20.377,0.102,,,21.018,0.078,4120,,,,,,,,0,0.686,21.405,0.281,,,21.301,0.281,4112,,,,,,,,0,10.987
b'PSO J023559.063+150046.439',b'126010389960896027',38.9961,15.0129,0.128,0.128,2,0.141734955033,1600,79,268959744,32,b'',b'',,,56233.3347107,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.779,21.216,0.337,,,21.118,0.592,4120,,,,,,,,0,,,,,,,,0,10.988
b'PSO J023720.875+150544.294',b'126110393369735268',39.3370166667,15.0956,0.185,0.185,2,0.987840681325,1600,78,302067712,36,b'',b'',,,55889.2765046,0,1,0,0,1,0,0.999,22.087,0.184,20.697,0.142,21.157,0.184,16777496,,,,,,,,0,,,,,,,,0,0.524,21.523,0.226,,,22.72,0.226,4120,,,,,,,,0,10.989
b'PSO J023710.756+150810.024',b'126160392947843939',39.2948166667,15.1361166667,0.068,0.068,2,0.0421442073231,1600,78,268959744,32,b'',b'',,,55508.2979861,0,2,0,0,0,0,0.578,20.304,0.081,20.347,0.074,20.1,0.077,4120,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,10.989
b'PSO J023708.251+144956.133',b'125790392842949148',39.2844083333,14.832225,0.122,0.122,2,0.662317691056,1600,78,310456320,37,b'',b'',,,55897.2583333,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.999,21.714,0.002,20.115,0.264,20.733,0.134,16777496,,,,,,,,0,,,,,,,,0,10.993
b'PSO J023723.792+145352.015',b'125870393490857771',39.3491541667,14.8977416667,0.124,0.124,2,0.620048725624,1600,78,436285440,52,b'02 37 23.786',b'+14 53 51.85',0.001,0.001,56347.8550926,3,0,0,2,0,0,,,,,,,,16416,,,,,,,,16416,0.999,21.809,0.095,21.556,0.108,21.412,0.144,115000,,,,,,,,114720,,,,,,,,114720,10.993
b'PSO J023559.548+150130.143',b'126030389982580780',38.9981583333,15.0250138889,0.195,0.195,2,0.456213845365,1600,79,302067712,36,b'',b'',,,55585.2738426,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.861,20.887,0.194,19.67,0.205,20.914,0.194,280,,,,,,,,0,10.995
b'PSO J023725.923+150337.516',b'126070393580263022',39.3580583333,15.0603833333,0.016,0.016,46,0.050577425445,1600,78,436527104,52,b'02 37 25.924',b'+15 03 37.52',0.001,0.001,56236.4450926,5,0,1,18,14,13,,,,,,,,114720,0.999,22.038,0.141,22.146,0.315,22.149,0.141,115000,1.0,20.879,0.026,20.871,0.061,20.8,0.058,115000,0.999,20.195,0.019,20.276,0.075,20.222,0.062,115000,0.999,19.762,0.055,19.462,0.154,19.522,0.11,115000,10.999
b'PSO J023723.242+150453.828',b'126090393467598507',39.3468416667,15.0816194444,0.209,0.209,2,0.843641864922,1600,78,268959744,32,b'',b'',,,55615.8932523,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.635,21.205,0.344,,,21.744,1.045,4112,,,,,,,,0,11.001
b'PSO J023728.311+145634.489',b'125930393679251891',39.3679916667,14.9428722222,0.092,0.092,2,0.595993510071,1600,78,302067712,36,b'',b'',,,56246.3212268,0,2,0,0,0,0,1.0,20.326,0.342,,,20.264,0.425,272,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,11.004
b'PSO J023559.093+150056.951',b'126010389962179477',38.9962416667,15.0157833333,0.007,0.007,47,0.15353231612,1600,79,436527104,52,b'02 35 59.093',b'+15 00 56.95',0.001,0.001,56280.3965393,5,0,8,19,8,12,,,,,,,,114720,0.999,21.292,0.039,21.411,0.057,21.326,0.066,115000,0.999,19.689,0.011,19.735,0.02,19.654,0.017,115000,0.999,18.92,0.009,18.987,0.014,18.891,0.023,115000,0.998,18.523,0.03,18.595,0.034,18.454,0.03,115000,11.005
b'PSO J023702.318+144909.902',b'125780392597743852',39.2597083333,14.8193777778,0.152,0.107,10,0.55991587095,1600,78,436527104,52,b'02 37 02.322',b'+14 49 09.89',0.001,0.001,56325.4775116,8,0,2,8,0,0,,,,,,,,16416,0.996,21.755,0.165,21.613,0.237,21.417,0.165,115000,0.999,21.558,0.119,21.179,0.24,21.267,0.196,115000,,,,,,,,114720,,,,,,,,114720,11.008
b'PSO J023600.414+150222.824',b'126040390017308115',39.0017375,15.0396444444,0.019,0.01,69,0.634381130929,1600,79,503635968,60,b'02 36 00.414',b'+15 02 22.82',0.001,0.001,56114.5306597,5,12,7,22,12,16,0.999,19.026,0.013,18.789,0.067,18.654,0.029,16892216,0.999,18.143,0.005,18.23,0.006,18.156,0.008,115000,0.999,17.712,0.004,17.784,0.008,17.714,0.003,115000,0.999,17.507,0.005,17.572,0.004,17.498,0.005,115000,0.999,17.35,0.006,17.436,0.01,17.359,0.01,115000,11.008
b'PSO J023613.573+145105.252',b'125820390565712269',39.0565833333,14.851425,0.223,0.223,2,0.72177617971,1600,79,302067712,36,b'',b'',,,55935.2002431,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.823,21.646,0.273,,,23.617,0.273,4120,,,,,,,,0,0.885,20.172,0.222,,,20.579,0.222,280,11.008
b'PSO J023729.534+150013.865',b'126000393730535110',39.3730791667,15.0038055556,0.109,0.109,2,0.6889743355,1600,78,436285440,52,b'02 37 29.534',b'+15 00 13.88',0.001,0.001,56216.2025926,2,0,0,2,0,0,,,,,,,,16416,,,,,,,,16416,0.998,21.703,0.018,21.603,0.143,21.452,0.072,115000,,,,,,,,114720,,,,,,,,16416,11.009
b'PSO J023601.866+150323.273',b'126060390078328110',39.0077791667,15.0564638889,0.158,0.158,2,0.191934173174,1600,79,268959744,32,b'',b'',,,56527.8076157,0,0,0,0,1,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.833,21.189,0.258,,,21.046,0.258,4120,0.751,20.481,0.198,,,21.522,0.198,4120,11.01
b'PSO J023622.538+150857.198',b'126170390939429474',39.0939083333,15.1492222222,0.188,0.188,2,0.301327397396,1600,79,268959744,32,b'',b'',,,55480.4449653,0,1,1,0,0,0,0.49,21.521,0.251,,,22.509,0.251,4120,0.475,21.633,0.281,,,22.579,0.281,4120,,,,,,,,0,,,,,,,,0,,,,,,,,0,11.011
b'PSO J023725.154+150404.059',b'126080393547831761',39.3548458333,15.0677083333,0.123,0.123,2,0.655399841867,1600,78,436285440,52,b'02 37 25.154',b'+15 04 04.06',0.001,0.001,56696.6357755,4,0,0,1,1,0,,,,,,,,114720,,,,,,,,114720,0.998,21.77,0.188,21.872,0.318,21.919,0.188,115000,0.999,21.355,0.161,20.861,0.227,20.914,0.161,16892216,,,,,,,,16416,11.013
b'PSO J023710.159+150817.964',b'126160392923256425',39.2923625,15.1383,0.042,0.042,2,0.454544514841,1600,78,310456320,37,b'',b'',,,55508.2977431,0,2,0,0,0,0,0.502,20.026,0.166,18.832,0.032,18.96,0.065,16777752,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,11.014
b'PSO J023729.267+145741.258',b'125950393719604290',39.3719708333,14.9614111111,0.008,0.011,51,0.38298110327,1600,78,444915712,53,b'02 37 29.268',b'+14 57 41.26',0.001,0.001,56163.0894329,5,9,5,10,15,12,0.999,21.355,0.067,20.973,0.093,20.92,0.057,16892216,0.999,20.279,0.123,19.57,0.051,19.694,0.043,16892216,0.999,19.657,0.019,19.021,0.016,19.099,0.026,16892216,0.999,19.333,0.021,18.715,0.022,18.763,0.021,16892216,0.999,19.064,0.052,18.549,0.05,18.519,0.053,16892216,11.015
b'PSO J023657.487+150947.420',b'126190392395276222',39.2395666667,15.1631444444,0.135,0.135,2,0.291578398358,1600,79,436285440,52,b'02 36 57.476',b'+15 09 47.54',0.001,0.001,56450.0820139,4,0,0,2,0,0,,,,,,,,16416,,,,,,,,16416,0.999,21.994,0.184,21.085,0.2,21.173,0.184,16892216,,,,,,,,114720,,,,,,,,16416,11.018
b'PSO J023626.363+144906.402',b'125780391100072718',39.1098708333,14.8184111111,0.028,0.028,2,0.430253369203,1600,79,302067712,36,b'',b'',,,56171.516713,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.123,18.431,0.041,19.068,0.07,18.929,0.014,536,,,,,,,,0,11.019
b'PSO J023608.806+150613.949',b'126120390366815097',39.0366916667,15.103875,0.14,0.14,2,0.461400073451,1600,79,268959744,32,b'',b'',,,55479.5450694,0,2,0,0,0,0,0.647,21.026,0.352,,,21.394,0.185,4120,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,11.019
b'PSO J023708.907+145000.074',b'125800392871190530',39.2871375,14.8333166667,0.012,0.012,40,0.818956744689,1600,78,436527104,52,b'02 37 08.905',b'+14 50 00.09',0.001,0.001,56231.1933218,4,0,4,14,11,11,,,,,,,,16416,0.999,21.479,0.01,,,21.105,0.404,115000,0.999,20.402,0.027,20.572,0.08,20.49,0.053,115000,0.999,19.882,0.041,19.994,0.076,19.947,0.069,115000,0.999,19.609,0.045,19.461,0.072,19.382,0.083,115000,11.023
b'PSO J023611.799+145128.568',b'125830390492850103',39.0491708333,14.8579111111,0.127,0.127,2,0.611918338213,1600,79,310456320,37,b'',b'',,,56932.4028588,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.999,21.784,0.057,20.588,0.022,20.902,0.072,16777496,,,,,,,,0,,,,,,,,0,11.023
b'PSO J023601.969+150329.335',b'126070390082070300',39.0082041667,15.05815,0.134,0.134,2,0.0602312982643,1600,79,268959744,32,b'',b'',,,55585.2681481,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.617,20.626,0.033,,,20.999,0.159,4120,,,,,,,,0,11.026
b'PSO J023616.158+150758.684',b'126160390672750068',39.0673208333,15.1329444444,0.094,0.057,8,0.172469306898,1600,79,436527104,52,b'02 36 16.158',b'+15 07 58.68',0.001,0.001,56206.4292361,4,0,3,5,0,0,,,,,,,,114720,0.999,22.014,0.093,22.364,0.115,22.429,0.246,115000,0.999,21.641,0.094,21.612,0.089,21.681,0.178,115000,,,,,,,,114720,,,,,,,,16416,11.031
b'PSO J023647.440+151015.727',b'126200391977095711',39.1977041667,15.1710027778,0.117,0.117,2,0.159251189008,1600,79,444674048,53,b'02 36 47.448',b'+15 10 15.65',0.001,0.001,55483.5117245,2,0,0,2,0,0,,,,,,,,16416,,,,,,,,16416,0.999,21.617,0.176,20.817,0.234,21.004,0.013,16892208,,,,,,,,114720,,,,,,,,16416,11.035
b'PSO J023614.724+150742.502',b'126150390614804652',39.0613541667,15.1284722222,0.08,0.08,2,0.176452680655,1600,79,268959744,32,b'',b'',,,56663.3677431,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.575,20.078,0.334,,,20.969,0.09,4120,,,,,,,,0,,,,,,,,0,11.039
b'PSO J023626.319+144905.311',b'125780391097882334',39.1096875,14.8181083333,0.027,0.027,2,0.203671658601,1600,79,302067712,36,b'',b'',,,56196.6201736,0,0,0,0,0,2,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.086,18.036,0.037,18.038,0.071,18.063,0.104,536,11.04
b'PSO J023630.411+144843.377',b'125770391267415038',39.1267416667,14.8120138889,0.019,0.019,40,0.665470585847,1600,79,436527104,52,b'02 36 30.415',b'+14 48 43.39',0.001,0.001,55896.7303704,4,0,8,12,12,8,,,,,,,,16416,1.0,21.568,0.078,21.526,0.076,21.565,0.066,115000,0.999,20.853,0.027,20.757,0.058,20.684,0.073,115000,0.999,20.451,0.042,20.427,0.089,20.39,0.096,115000,1.0,19.963,0.084,19.826,0.161,19.995,0.124,115000,11.042
b'PSO J023718.893+150625.872',b'126120393287239245',39.328725,15.1071861111,0.029,0.029,2,0.908385059711,1600,78,277348352,33,b'',b'',,,55508.2973032,0,2,0,0,0,0,0.818,19.362,0.0,19.453,0.033,18.647,0.0,16781336,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,11.044
b'PSO J023614.683+150742.391',b'126150390611104470',39.0611791667,15.1284416667,0.063,0.063,2,0.271275148048,1600,79,268959744,32,b'',b'',,,55513.9195602,0,1,1,0,0,0,0.771,21.897,0.245,,,22.831,0.245,4120,0.806,20.196,0.064,20.265,0.076,20.201,0.064,4120,,,,,,,,0,,,,,,,,0,,,,,,,,0,11.044
b'PSO J023631.108+150950.552',b'126190391295657369',39.1296166667,15.1640416667,0.19,0.19,2,0.567714045353,1600,79,268959744,32,b'',b'',,,55811.6309606,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.449,21.322,0.07,,,22.144,0.511,4112,,,,,,,,0,11.045
b'PSO J023704.661+150907.794',b'126180392694312935',39.2694208333,15.1521638889,0.137,0.137,2,0.116423175779,1600,78,268959744,32,b'',b'',,,55479.5445833,0,2,0,0,0,0,0.643,21.063,0.33,21.438,0.286,21.011,0.228,4120,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,11.05
b'PSO J023600.256+150224.337',b'126040390010808618',39.0010916667,15.0400583333,0.008,0.008,56,0.371557453993,1600,79,436527104,52,b'02 36 00.256',b'+15 02 24.34',0.001,0.001,56129.9842477,5,5,7,18,10,16,0.999,19.853,0.027,19.986,0.058,19.915,0.008,115000,0.999,18.885,0.004,18.966,0.025,18.891,0.019,115000,0.999,18.421,0.005,18.504,0.01,18.421,0.006,115000,0.999,18.176,0.009,18.274,0.013,18.177,0.011,115000,0.999,17.982,0.01,18.074,0.013,17.975,0.014,115000,11.051
b'PSO J023646.842+144813.460',b'125760391952024972',39.1952,14.8037083333,0.025,0.025,25,0.860989223105,1600,79,436527104,52,b'02 36 46.842',b'+14 48 13.46',0.001,0.001,56114.649919,6,0,0,4,12,9,,,,,,,,16416,,,,,,,,16416,0.999,21.542,0.018,21.8,0.023,21.479,0.219,115000,0.999,20.469,0.043,20.616,0.111,20.487,0.08,115000,0.999,19.805,0.042,19.907,0.116,19.905,0.082,115000,11.051
