recno,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,g_mag,e_g_mag,r_mag,e_r_mag,i_mag,e_i_mag
42763029,159.535115,-27.633794,1.023,0.853,20161476,3,10,0.679,0.174,16.615,0.109,17.294,0.136,16.928,0.029,16.366,0.073,,
42763030,159.55404,-27.633133,0.283,0.455,20131359,5,22,0.938,0.053,14.449,0.018,15.387,0.05,14.896,0.025,14.11,0.03,13.817,0.062
42763031,159.559994,-27.642416,0.289,0.379,20131359,6,26,0.505,0.04,13.226,0.017,13.731,0.037,13.43,0.027,13.126,0.039,12.996,0.054
42763032,159.545063,-27.631142,0.777,1.214,20161476,3,11,0.685,0.089,15.7,0.028,16.385,0.085,16.028,0.008,15.55,0.038,15.373,0.0
42763033,159.555811,-27.617849,0.394,0.403,20161476,4,20,0.745,0.055,14.613,0.024,15.357,0.05,14.953,0.036,14.44,0.031,14.308,0.035
42763034,159.564164,-27.606474,0.675,0.79,20131359,2,6,0.612,0.0,15.551,0.0,16.163,0.0,15.692,0.0,15.412,0.0,15.171,0.057
42763035,159.574582,-27.592992,0.687,1.3,20161476,2,5,,,,,,,17.358,0.112,16.073,0.083,15.484,0.0
42763036,159.491502,-27.641689,1.617,0.816,20161476,2,4,0.483,0.141,16.754,0.0,17.237,0.141,17.142,0.0,16.626,0.0,,
42763037,159.524452,-27.580545,0.916,0.854,20161476,3,9,0.833,0.125,16.277,0.0,17.11,0.125,16.705,0.085,15.986,0.066,15.493,0.0
42763038,159.54166,-27.566081,0.174,0.134,20131359,6,30,1.202,0.026,11.808,0.023,13.009,0.012,12.382,0.012,11.419,0.033,11.09,0.055
42763039,159.550928,-27.579157,0.236,0.177,20131359,6,28,0.927,0.024,12.989,0.013,13.916,0.02,13.413,0.013,12.714,0.031,12.426,0.059
42763040,159.348731,-27.678301,0.653,0.397,20161476,4,20,0.702,0.112,14.936,0.019,15.638,0.111,15.257,0.043,14.807,0.056,14.674,0.065
42763041,159.349031,-27.662668,1.404,1.215,20161476,2,3,0.736,0.0,16.958,0.0,17.694,0.0,,,,,16.675,0.299
42763042,159.368976,-27.639341,0.875,0.988,20161476,3,14,0.83,0.107,16.214,0.064,17.045,0.085,16.564,0.091,15.959,0.006,15.837,0.011
42763043,159.382272,-27.661949,0.323,0.46,20161476,4,20,1.415,0.071,14.611,0.024,16.026,0.067,15.331,0.023,14.058,0.049,13.345,0.061
42763044,159.330673,-27.654571,0.424,0.408,20161476,4,20,0.467,0.064,14.703,0.028,15.169,0.058,14.877,0.047,14.622,0.037,14.519,0.042
42763045,159.359963,-27.63135,1.407,0.829,20161476,2,9,0.848,0.166,16.582,0.023,17.43,0.165,17.054,0.14,16.275,0.0,,
42763046,159.399529,-27.64584,0.496,0.6,20161476,4,20,1.057,0.051,14.825,0.02,15.881,0.047,15.338,0.008,14.418,0.031,14.124,0.077
42763047,159.407659,-27.614401,0.252,0.11,20161476,4,20,0.634,0.027,13.737,0.023,14.371,0.016,14.013,0.022,13.563,0.027,13.376,0.035
42763048,159.405553,-27.594196,0.374,0.289,20131359,5,25,1.065,0.052,13.96,0.043,15.025,0.028,14.443,0.026,13.587,0.041,13.096,0.051
42763049,159.309687,-27.613604,0.661,0.736,20161476,4,19,0.635,0.137,15.357,0.069,15.992,0.118,15.617,0.048,15.103,0.05,14.878,0.046
42763050,159.290738,-27.607495,0.494,0.774,20161476,4,20,0.831,0.079,15.537,0.033,16.368,0.071,15.918,0.075,15.288,0.074,14.965,0.113
42763051,159.303818,-27.59115,0.268,0.348,20131359,6,28,1.275,0.014,13.047,0.009,14.322,0.011,13.663,0.015,12.638,0.024,12.262,0.043
42763052,159.302195,-27.57823,0.84,0.777,20161476,3,12,0.809,0.075,16.084,0.025,16.893,0.07,16.415,0.036,15.946,0.026,15.838,0.261
42763053,159.339878,-27.607415,0.176,0.953,20161476,2,3,0.965,0.271,17.02,0.0,17.985,0.271,,,,,16.353,0.0
42763054,159.354706,-27.572466,1.203,1.089,20161476,3,9,0.842,0.067,15.664,0.0,16.506,0.067,16.011,0.0,15.435,0.087,15.38,0.161
42763055,159.355036,-27.572382,0.823,0.916,20161476,3,11,0.783,0.05,15.667,0.049,16.45,0.011,15.972,0.042,15.464,0.008,15.262,0.0
42763056,159.368101,-27.565991,0.489,0.652,20161476,4,20,0.388,0.284,14.919,0.181,15.307,0.219,15.03,0.18,14.818,0.152,14.814,0.115
42763057,159.315992,-27.57822,0.126,0.079,20131359,6,27,1.004,0.031,10.955,0.028,11.959,0.015,11.423,0.022,10.661,0.025,10.384,0.047
42763058,159.359011,-27.552863,0.323,0.26,20131359,6,26,0.991,0.021,13.443,0.01,14.434,0.019,13.931,0.014,13.089,0.033,12.779,0.06
42763059,159.333372,-27.559469,0.428,0.407,20161476,4,18,1.105,0.089,14.961,0.023,16.067,0.086,15.481,0.023,14.683,0.046,14.277,0.109
42763060,159.431824,-27.609116,0.171,0.125,20131359,5,23,0.993,0.026,13.055,0.021,14.048,0.014,13.5,0.017,12.754,0.024,12.422,0.046
42763061,159.414159,-27.579505,0.007,1.156,20161476,2,3,,,,,,,17.132,0.0,,,16.044,0.0
42763062,159.439698,-27.565152,0.203,0.141,20131359,6,28,1.147,0.026,12.992,0.019,14.139,0.018,13.536,0.02,12.657,0.025,12.26,0.055
42763063,159.431582,-27.555244,0.534,0.658,20161476,4,20,0.889,0.063,15.528,0.038,16.417,0.051,15.902,0.084,15.279,0.029,15.023,0.141
42763064,159.388468,-27.560037,0.231,0.147,20131359,5,23,1.168,0.023,13.149,0.008,14.316,0.021,13.687,0.015,12.783,0.037,12.371,0.043
42763065,159.403577,-27.527698,0.858,0.99,20161476,3,11,0.899,0.134,16.24,0.133,17.138,0.008,16.556,0.063,16.067,0.052,15.802,0.0
42763066,159.420466,-27.532643,0.581,0.685,20161476,2,7,0.587,0.0,16.31,0.0,16.897,0.0,16.717,0.094,16.188,0.038,15.793,0.0
42763067,159.364656,-27.521143,0.172,0.087,20131359,6,30,0.616,0.026,11.311,0.015,11.926,0.021,11.566,0.028,11.174,0.048,11.02,0.042
42763068,159.429923,-27.519702,0.427,0.749,20161476,4,20,0.756,0.08,14.253,0.027,15.008,0.075,14.583,0.04,14.089,0.07,13.89,0.05
42763069,159.441572,-27.514904,0.954,0.766,20161476,3,6,,,,,,,17.393,0.172,16.117,0.146,15.444,0.116
42763070,159.449265,-27.484083,0.568,0.616,20161476,4,18,0.57,0.099,15.512,0.018,16.083,0.098,15.72,0.046,15.304,0.073,15.043,0.096
42763071,159.419652,-27.496769,0.434,0.83,20161476,2,6,,,,,,,16.973,0.07,16.141,0.017,15.545,0.06
42763072,159.621234,-27.603477,0.726,1.186,20161476,2,4,,,,,,,17.149,0.155,16.812,0.082,,
